word	len	pts	n	kP	nO	kO	fieldRate	myRate	nCur	kCur	myRateCur	nStrong	strongRate	nTopQ	topQRate	dead	everAccepted	share_freeCur	share_dropTerminalCur	share_cellmateCur	share_noneCur	share_freeAll	share_dropTerminalAll	share_cellmateAll	share_noneAll	observedHost	hookStem	cellmateOf	qCur	gainPerGameCur	qAll	gainPerGameAll	reachClass	family
SERAI	5	800	783	1	783	41	0.0268199	0.00127714	166	0	0	120	0.133333	202	0.0594059	False	True	0.837349	0	0	0.162651	0.825032	0	0.00510856	0.16986	RAI	RAI	RAISE	0.604212	46.6237	0.595987	52.2258	free	RAI
AIREST	6	1400	372	4	372	45	0.0658602	0.0107527	89	1	0.011236	59	0.186441	91	0.153846	False	True	0.808989	0	0	0.191011	0.819892	0	0.00268817	0.177419	REST	REST		0.56495	40.0888	0.572495	41.0144	free	REST
TERAI	5	800	751	3	751	13	0.0106525	0.00399467	164	1	0.00609756	134	0.0373134	182	0.0384615	False	True	0.72561	0	0	0.27439	0.739015	0	0.00532623	0.255659	RAI	RAI		0.526296	39.6572	0.536023	44.8118	free	RAI
TERAIS	6	1400	352	1	352	7	0.0113636	0.00284091	78	0	0	57	0.0526316	81	0.0740741	False	True	0.871795	0	0.0128205	0.115385	0.846591	0	0.0113636	0.142045	RAIS	RAI		0.608412	38.6046	0.590968	40.6322	free	RAI
IRATE	5	800	672	27	672	76	0.0766369	0.0401786	135	1	0.00740741	122	0.139344	158	0.0949367	False	True	0.807407	0	0	0.192593	0.828869	0.0014881	0	0.169643	RATE	RATE		0.583333	36.1418	0.59912	42.1263	free	RATE
TERAS	5	800	963	93	963	39	0.0685358	0.0965732	201	22	0.109453	194	0.0721649	237	0.0632911	False	True	0.651741	0	0.263682	0.0845771	0.637591	0	0.28972	0.0726895	ERAS	RAS	STARE,STEAR,TEARS,REAST,TASER,RATES,TARES	0.493596	35.8921	0.485586	42.0154	free	RAS
RESTO	5	800	680	64	680	66	0.0955882	0.0941176	174	19	0.109195	128	0.15625	193	0.139896	False	True	0.729885	0	0.0862069	0.183908	0.702941	0.00294118	0.120588	0.173529	REST	REST	STORE,ROTES,TORES	0.535426	34.4749	0.520714	32.5344	free	REST
SETON	5	800	489	4	489	18	0.0224949	0.00817996	123	0	0	91	0.0659341	146	0.0479452	False	True	0.804878	0	0.097561	0.097561	0.773006	0	0.110429	0.116564	TON	TON	STONE,TONES,NOTES	0.588529	33.6498	0.567223	30.66	free	TON
SITAR	5	800	551	3	551	20	0.0208711	0.00544465	128	0	0	99	0.020202	160	0.06875	False	True	0.773438	0	0.0703125	0.15625	0.791289	0	0.0580762	0.150635	SIT	TAR		0.564662	33.5975	0.576236	35.2734	free	TAR
TREST	5	800	577	10	577	45	0.0476603	0.017331	139	5	0.0359712	108	0.157407	168	0.0833333	False	True	0.719424	0	0	0.280576	0.70364	0	0.00519931	0.291161	REST	REST		0.521983	31.4029	0.511347	31.9694	free	REST
SERAIL	6	1400	241	1	241	19	0.0414938	0.00414938	58	0	0	50	0.16	68	0.0882353	False	True	0.896552	0	0.0172414	0.0862069	0.892116	0	0.0124481	0.0954357	RAIL	RAIL	SAILER,RAILES	0.625544	29.5143	0.622477	29.2477	free	RAIL
SARED	5	800	552	22	552	64	0.0778986	0.0398551	120	4	0.0333333	102	0.0392157	154	0.136364	False	True	0.766667	0	0.0833333	0.15	0.764493	0	0.0923913	0.143116	SAR	ARE	DEARS,DARES,READS	0.560869	29.4268	0.559999	32.2018	free	ARE
ERING	5	800	334	4	334	1	0.00748503	0.011976	101	1	0.00990099	61	0	97	0	False	True	0.831683	0.049505	0	0.118812	0.805389	0.0658683	0	0.128743	RING	RING		0.627579	28.9996	0.618273	22.7117	free	RING
ASTERN	6	1400	303	0	303	53	0.0874587	0	71	0	0	74	0.364865	93	0.236559	False	True	0.690141	0	0	0.309859	0.531353	0.00660066	0.0165017	0.445545	ASTER			0.482691	27.8788	0.373624	22.2194	free	ASTER
ESTRIN	6	1400	283	0	283	16	0.0282686	0	67	0	0	48	0.0833333	59	0.0338983	False	True	0.731343	0	0.0447761	0.223881	0.738516	0	0.0954064	0.166078	RIN	RIN	INTERS,TRINES,NITERS,SINTER	0.511179	27.8609	0.516109	28.6671	free	RIN
TENIA	5	800	556	2	556	11	0.0116906	0.00359712	144	0	0	95	0.0315789	143	0.041958	False	True	0.5625	0	0	0.4375	0.53777	0	0.0125899	0.44964	TEN	TEN		0.412559	27.6158	0.396212	24.4827	free	TEN
SERAIS	6	1400	243	0	243	10	0.0205761	0	51	0	0	39	0.179487	59	0.0847458	False	True	0.941176	0	0	0.0588235	0.901235	0	0	0.0987654	RAIS	RAI	RAISES	0.656442	27.2341	0.628797	29.9897	free	RAI
OATEN	5	800	369	0	369	36	0.0487805	0	93	0	0	76	0.105263	98	0.112245	False	True	0.870968	0	0.0322581	0.0967742	0.804878	0	0.0135501	0.181572	OAT	TEN		0.629955	27.2334	0.582536	24.1083	free	TEN
RETIA	5	800	687	13	687	44	0.0414847	0.0189229	159	1	0.00628931	125	0.096	183	0.0928962	False	True	0.503145	0	0	0.496855	0.560408	0	0.00582242	0.43377	RET			0.37117	26.9685	0.411515	30.2493	free	RET
TARSI	5	800	443	1	443	3	0.00451467	0.00225734	105	0	0	74	0	104	0.0192308	False	True	0.752381	0	0.047619	0.2	0.801354	0	0.0293454	0.1693	TAR	TAR		0.54836	26.7648	0.581206	28.7648	free	TAR
STENO	5	800	512	9	512	40	0.0478516	0.0175781	129	2	0.0155039	102	0.147059	145	0.117241	False	True	0.612403	0	0.178295	0.209302	0.65625	0	0.15625	0.1875	TEN	TEN	STONE,TONES,NOTES	0.460074	26.6587	0.489077	27.075	free	TEN
STELAR	6	1400	257	22	257	11	0.0642023	0.0856031	65	1	0.0153846	59	0.118644	76	0.0789474	False	True	0.723077	0	0.0769231	0.2	0.684825	0	0.0972763	0.217899	LAR	LAR	TALERS,SALTER,LASTER,SLATER	0.505436	25.9121	0.478946	19.8409	free	LAR
SERINE	6	1400	253	2	253	30	0.0632411	0.00790514	53	0	0	41	0.195122	51	0.235294	False	True	0.849057	0	0	0.150943	0.826087	0	0	0.173913	RINE	RINE		0.592682	25.5532	0.576784	28.2486	free	RINE
TINEA	5	800	510	52	510	32	0.0823529	0.101961	106	10	0.0943396	67	0.0447761	124	0.0645161	False	True	0.849057	0	0	0.150943	0.854902	0	0	0.145098	TINE	TINE		0.612376	25.5255	0.616452	29.4283	free	TINE
SENOR	5	800	498	1	498	28	0.0291165	0.00200803	121	0	0	78	0.0897436	132	0.0833333	False	True	0.586777	0	0.305785	0.107438	0.582329	0	0.291165	0.126506	SEN		SNORE,RONES	0.451299	25.384	0.447155	24.8628	free	SEN
ASTARE	6	1400	248	1	248	5	0.0120968	0.00403226	47	0	0	57	0.0701754	69	0.0434783	False	True	0.93617	0	0	0.0638298	0.959677	0	0	0.0403226	STARE	STARE		0.652977	24.9657	0.669247	32.3795	free	STARE
INSET	5	800	584	0	584	29	0.0248288	0	164	0	0	98	0.0510204	165	0.0545455	False	True	0.420732	0	0.182927	0.396341	0.39726	0	0.255137	0.347603	SET		TINES	0.326752	24.9098	0.315536	20.6671	free	SET
SENTI	5	800	590	8	590	51	0.05	0.0135593	130	2	0.0153846	103	0.15534	140	0.1	False	True	0.561538	0	0.184615	0.253846	0.540678	0	0.227119	0.232203	SENT		TINES	0.425057	24.7565	0.413543	26.4674	free	SENT
TESTA	5	800	534	0	534	44	0.0411985	0	119	0	0	91	0.10989	154	0.149351	False	True	0.588235	0	0.235294	0.176471	0.574906	0	0.228464	0.196629	TEST		STATE,TASTE,TATES	0.447288	24.7425	0.437507	26.2026	free	TEST
TENOR	5	800	433	32	433	49	0.0935335	0.073903	104	1	0.00961538	73	0.273973	118	0.177966	False	True	0.692308	0	0.163462	0.144231	0.681293	0	0.170901	0.147806	TEN	TEN	TONER,NOTER,TRONE	0.514734	24.4195	0.507584	21.0609	free	TEN
SERAL	5	800	624	3	624	25	0.0224359	0.00480769	142	1	0.00704225	113	0.106195	178	0.0505618	False	True	0.471831	0	0.366197	0.161972	0.455128	0	0.399038	0.145833	SER		LASER,LARES,LEARS	0.375457	24.3183	0.366152	25.2886	free	SER
EATEN	5	800	403	11	403	48	0.073201	0.0272953	83	1	0.0120482	66	0.151515	99	0.141414	False	True	0.891566	0	0	0.108434	0.843672	0	0	0.156328	EAT	TEN		0.642018	24.3056	0.608621	26.275	free	TEN
RETSINA	7	1800	152	8	152	3	0.0361842	0.0526316	39	0	0	36	0	34	0	False	True	0.871795	0	0	0.128205	0.828947	0	0.00657895	0.164474	RETS	SIN	STAINER,RETAINS	0.589892	24.0618	0.561453	19.5168	free	SIN
SENATE	6	1400	273	0	273	44	0.0805861	0	53	0	0	47	0.234043	62	0.177419	False	True	0.792453	0	0	0.207547	0.688645	0	0.025641	0.285714	SEN			0.553505	23.8641	0.481638	25.8071	free	SEN
ARSINE	6	1400	223	1	223	6	0.0156951	0.0044843	53	0	0	37	0	59	0.0677966	False	True	0.792453	0	0.0377358	0.169811	0.730942	0	0.044843	0.224215	SINE	SINE	RAINES	0.55348	23.863	0.510901	22.165	free	SINE
TSORES	6	1400	208	0	208	4	0.00961538	0	48	0	0	41	0.0487805	54	0.037037	False	True	0.875	0	0.0625	0.0625	0.850962	0	0.0817308	0.0673077	SORES	SORES	TORSES,STORES	0.610597	23.842	0.593946	24.2475	free	SORES
DREST	5	800	440	1	440	7	0.00909091	0.00227273	107	0	0	103	0	131	0.0229008	False	True	0.654206	0	0	0.345794	0.668182	0	0	0.331818	REST	REST		0.476505	23.7007	0.486251	23.8834	free	REST
NESTOR	6	1400	248	24	248	15	0.078629	0.0967742	54	1	0.0185185	42	0.119048	61	0.0655738	False	True	0.796296	0	0.0740741	0.12963	0.758065	0	0.0766129	0.165323	NEST	TOR	TONERS,STONER,TRONES,RONTES,NOTERS	0.556115	23.6155	0.529652	21.0704	free	TOR
RETIE	5	800	477	17	477	77	0.0985325	0.0356394	101	2	0.019802	82	0.243902	133	0.218045	False	True	0.712871	0	0	0.287129	0.72956	0	0	0.27044	RET			0.517413	23.3626	0.52905	26.3964	free	RET
OSTEAL	6	1400	154	0	154	0	0	0	46	0	0	20	0	42	0	False	False	0.891304	0	0	0.108696	0.863636	0	0	0.136364	STEAL	STEAL		0.621924	23.2725	0.602774	18.2193	free	STEAL
TINAS	5	800	418	30	418	27	0.0681818	0.0717703	86	2	0.0232558	75	0.0666667	116	0.0775862	False	True	0.825581	0	0.0697674	0.104651	0.803828	0.0215311	0.0669856	0.107656	TIN	TIN	STAIN	0.600983	23.0957	0.597497	24.6464	free	TIN
TORSEL	6	1400	146	0	146	9	0.0308219	0	50	0	0	20	0.1	44	0.0454545	False	True	0.8	0	0	0.2	0.835616	0	0	0.164384	TORSE	TOR		0.558729	22.7257	0.58338	16.7171	free	TOR
SEREIN	6	1400	208	0	208	9	0.0216346	0	49	0	0	37	0.108108	49	0.0612245	False	True	0.816327	0	0	0.183673	0.802885	0	0	0.197115	SERE			0.570029	22.7217	0.560725	22.8912	free	SERE
ARENE	5	800	336	2	336	10	0.0178571	0.00595238	75	0	0	56	0.107143	87	0.045977	False	True	0.893333	0	0	0.106667	0.860119	0	0	0.139881	ARE	ARE		0.64325	22.4259	0.620089	23.1431	free	ARE
SATIRE	6	1400	289	10	289	19	0.050173	0.0346021	52	0	0	46	0.108696	78	0.102564	False	True	0.75	0	0.0192308	0.230769	0.757785	0	0.0103806	0.231834	TIRE	TIRE		0.524109	22.1703	0.529503	28.0719	free	TIRE
ARTIES	6	1400	318	9	318	23	0.0503145	0.0283019	70	3	0.0428571	58	0.12069	81	0.0617284	False	True	0.614286	0.0142857	0.0142857	0.357143	0.515723	0.0188679	0.0157233	0.449686	ART			0.432012	22.1599	0.364381	20.9761	free	ART
SAREE	5	800	327	18	327	12	0.0458716	0.0550459	74	1	0.0135135	49	0.0612245	88	0.0681818	False	True	0.905405	0	0.0135135	0.0810811	0.899083	0	0.0336391	0.0672783	SAR	ARE	SEARE,EASER	0.652632	21.9848	0.649658	21.8072	free	ARE
TORAN	5	800	326	2	326	24	0.0398773	0.00613497	71	0	0	40	0.125	90	0.0555556	False	True	0.915493	0	0	0.084507	0.917178	0	0	0.0828221	TOR	TOR		0.658702	21.7398	0.659877	23.9024	free	TOR
NORITE	6	1400	164	2	164	6	0.0243902	0.0121951	48	0	0	27	0.0740741	39	0.0512821	False	True	0.791667	0	0	0.208333	0.719512	0	0	0.280488	RITE	RITE		0.552961	21.5915	0.50302	15.7989	free	RITE
LARINE	6	1400	160	0	160	8	0.025	0	43	0	0	20	0.1	49	0.0816327	False	True	0.883721	0	0	0.116279	0.84375	0	0.025	0.13125	RINE	RINE		0.616675	21.5711	0.588993	18.4963	free	RINE
ROTAN	5	800	339	1	339	31	0.0471976	0.00294985	76	1	0.0131579	51	0.0392157	100	0.14	False	True	0.855263	0	0	0.144737	0.820059	0	0	0.179941	ROT	ROT		0.616703	21.3222	0.592155	22.4019	free	ROT
ORANT	5	800	320	0	320	12	0.01875	0	72	0	0	50	0.08	77	0.0649351	False	True	0.875	0	0	0.125	0.884375	0	0	0.115625	RANT	RANT		0.630466	21.101	0.637003	22.8617	free	RANT
TRETS	5	800	528	12	528	34	0.0435606	0.0227273	126	3	0.0238095	117	0.0854701	150	0.0933333	False	True	0.515873	0	0.015873	0.468254	0.589015	0	0.00568182	0.405303	RET			0.381178	20.9313	0.431453	24.2038	free	RET
AREAS	5	800	450	13	450	19	0.0355556	0.0288889	90	3	0.0333333	77	0.0649351	100	0.06	False	True	0.733333	0	0	0.266667	0.8	0	0	0.2	ARE	ARE		0.531681	20.849	0.578168	27.7219	free	ARE
RANIS	5	800	445	34	445	39	0.0820225	0.0764045	92	7	0.076087	80	0.0625	113	0.0973451	False	True	0.771739	0	0.0434783	0.184783	0.707865	0	0.0674157	0.224719	RAN	RAN	RAINS	0.561563	20.7618	0.518731	22.076	free	RAN
SARIN	5	800	391	34	391	43	0.0984655	0.0869565	92	8	0.0869565	62	0.145161	107	0.140187	False	True	0.782609	0	0.0434783	0.173913	0.769821	0	0.0460358	0.184143	RIN	RIN	RAINS	0.569143	20.6211	0.560408	20.762	free	RIN
EARNT	5	800	363	3	363	7	0.0137741	0.00826446	81	0	0	61	0.0491803	91	0.021978	False	True	0.753086	0	0.0246914	0.222222	0.680441	0	0.0275482	0.292011	EARN	EAR		0.547216	20.6041	0.496764	19.8879	free	EAR
SEITAN	6	1400	277	0	277	2	0.00361011	0	60	0	0	58	0.0172414	72	0	False	True	0.6	0	0	0.4	0.588448	0	0.00361011	0.407942	TAN	TAN		0.420301	20.5144	0.412303	22.4157	free	TAN
ONSET	5	800	469	0	469	8	0.00852878	0	127	0	0	79	0.0506329	139	0.0359712	False	True	0.448819	0	0.188976	0.362205	0.402985	0	0.240938	0.356077	SET		STONE,TONES,NOTES	0.346769	20.4716	0.318515	16.7541	free	SET
ADORES	6	1400	126	0	126	25	0.0992063	0	38	0	0	18	0.222222	32	0.21875	False	True	0.947368	0	0	0.0526316	0.912698	0	0	0.0873016	DORES	DORES		0.660728	20.4246	0.636731	15.7464	free	DORES
ARENA	5	800	397	2	397	2	0.00503778	0.00503778	75	0	0	66	0.030303	104	0.0192308	False	True	0.8	0	0	0.2	0.823678	0	0	0.176322	ARE	ARE		0.578168	20.1569	0.594679	26.254	free	ARE
SETAE	5	800	665	1	665	9	0.0075188	0.00150376	116	1	0.00862069	128	0.0390625	155	0.0322581	False	True	0.5	0	0.12931	0.37069	0.466165	0	0.123308	0.410526	SETA		TEASE	0.378201	19.9286	0.35418	26.3036	free	SETA
TINSEL	6	1400	151	0	151	9	0.0298013	0	37	0	0	33	0.030303	52	0	False	True	0.945946	0	0	0.0540541	0.880795	0	0	0.119205	TIN	TIN		0.659743	19.8575	0.61465	18.2163	free	TIN
SERON	5	800	558	1	558	13	0.0125448	0.00179211	145	0	0	98	0.0510204	154	0.0194805	False	True	0.358621	0	0.337931	0.303448	0.335125	0	0.376344	0.28853	SER		SNORE,RONES	0.294498	19.85	0.280855	17.4644	free	SER
SATEEN	6	1400	141	0	141	5	0.0177305	0	35	0	0	23	0.130435	38	0.0789474	False	True	1	0	0	0	0.865248	0	0	0.134752	SATE	TEEN		0.697156	19.8493	0.603889	16.7121	free	TEEN
ELINT	5	800	258	0	258	6	0.0116279	0	65	0	0	41	0.097561	87	0.0229885	False	True	0.907692	0	0	0.0923077	0.844961	0	0	0.155039	LINT	LINT		0.653262	19.7383	0.60952	17.637	free	LINT
ARTIS	5	800	504	4	504	34	0.0376984	0.00793651	124	0	0	86	0.0348837	143	0.0979021	False	True	0.427419	0.016129	0.177419	0.379032	0.388889	0.0119048	0.170635	0.428571	ART			0.339922	19.5934	0.31024	17.088	free	ART
NERITE	6	1400	215	0	215	3	0.00697674	0	46	0	0	43	0	54	0	False	True	0.73913	0	0	0.26087	0.669767	0	0.00465116	0.325581	RITE	RITE		0.516598	19.3312	0.468587	19.7735	free	RITE
ORANTS	6	1400	162	0	162	7	0.0216049	0	39	0	0	27	0.037037	30	0.1	False	True	0.871795	0	0	0.128205	0.888889	0	0	0.111111	RANTS	RANTS		0.60842	19.3026	0.620252	19.7215	free	RANTS
DORISE	6	1400	129	0	129	4	0.0155039	0	39	0	0	25	0.12	31	0.0322581	False	True	0.871795	0	0	0.128205	0.821705	0	0	0.178295	RISE	DOR		0.60842	19.3026	0.573752	14.5268	free	DOR
TELOS	5	800	284	1	284	5	0.0105634	0.00352113	75	1	0.0133333	44	0.0227273	95	0.0526316	False	True	0.773333	0	0.0533333	0.173333	0.721831	0	0.056338	0.221831	TEL	LOS	TOLES,LOTES	0.563378	19.1765	0.527679	16.6955	free	LOS
RAITA	5	800	267	0	267	5	0.0093633	0	67	0	0	43	0.0232558	67	0.0447761	False	True	0.850746	0	0	0.149254	0.790262	0	0	0.209738	RAI	RAI		0.613554	19.1089	0.571378	17.1101	free	RAI
MATIES	6	1400	136	6	136	14	0.0735294	0.0441176	40	1	0.025	20	0.1	34	0.0294118	False	True	0.875	0	0	0.125	0.889706	0	0	0.110294	MAT	MAT		0.610639	19.0562	0.620817	15.3938	free	MAT
TORSI	5	800	310	8	310	14	0.0354839	0.0258065	78	5	0.0641026	43	0.0465116	89	0.0449438	False	True	0.807692	0	0.025641	0.166667	0.783871	0	0.0451613	0.170968	TORS	TOR		0.585361	18.8998	0.570143	18.9255	free	TOR
IRATER	6	1400	226	2	226	15	0.0376106	0.00884956	41	0	0	42	0.142857	48	0.0208333	False	True	0.804878	0	0	0.195122	0.911504	0	0	0.0884956	RATER	RATER		0.562105	18.7477	0.635905	27.8144	free	RATER
REATAS	6	1400	197	0	197	5	0.0126904	0	39	0	0	35	0.0571429	47	0.0425532	False	True	0.846154	0	0	0.153846	0.817259	0	0	0.182741	EAT	TAS		0.590673	18.7396	0.570674	22.0653	free	TAS
TATIES	6	1400	156	1	156	11	0.0384615	0.00641026	36	0	0	28	0.0714286	49	0.0204082	False	True	0.916667	0	0	0.0833333	0.903846	0	0	0.0961538	TAT	TAT		0.639478	18.7273	0.630604	19.1117	free	TAT
ARENES	6	1400	194	1	194	9	0.0257732	0.00515464	34	0	0	35	0.142857	48	0.0833333	False	True	0.970588	0	0	0.0294118	0.865979	0	0	0.134021	ARE	ARE		0.676799	18.7191	0.604395	22.817	free	ARE
STELA	5	800	572	50	572	57	0.0935315	0.0874126	133	4	0.0300752	119	0.176471	181	0.127072	False	True	0.406015	0	0.406015	0.18797	0.335664	0.0122378	0.465035	0.187063	TEL		SLATE,STALE,STEAL,TEALS,TALES	0.332403	18.6913	0.29431	13.273	free	TEL
SERIAL	6	1400	216	1	216	13	0.0324074	0.00462963	55	1	0.0181818	33	0.0606061	63	0.031746	False	True	0.618182	0	0.0727273	0.309091	0.513889	0	0.125	0.361111	RIAL		SAILER,RAILES	0.432837	18.5523	0.360617	15.0919	free	RIAL
ARISEN	6	1400	261	23	261	23	0.0881226	0.0881226	61	8	0.131148	45	0.177778	61	0.0819672	False	True	0.721311	0	0.0327869	0.245902	0.716475	0	0.045977	0.237548	ARISE		RAINES	0.504243	18.5139	0.500887	21.1446	free	ARISE
ROTANS	6	1400	161	1	161	18	0.0590062	0.00621118	39	1	0.025641	29	0.0689655	44	0.181818	False	True	0.871795	0	0	0.128205	0.838509	0	0	0.161491	ROT	ROT		0.60842	18.4891	0.585382	18.3016	free	ROT
SERAC	5	800	429	1	429	16	0.0198135	0.002331	102	0	0	65	0.0615385	121	0.0413223	False	True	0.490196	0	0.372549	0.137255	0.454545	0	0.433566	0.111888	SERA		SCARE,CARES,RACES	0.388716	18.4307	0.368209	17.604	free	SERA
SOREL	5	800	312	1	312	18	0.0304487	0.00320513	76	0	0	50	0.1	100	0.03	False	True	0.697368	0	0.144737	0.157895	0.592949	0	0.125	0.282051	SORE		ROLES,LORES,LOSER,SOLER	0.516927	18.2622	0.442707	15.3792	free	SORE
TRANSE	6	1400	229	1	229	26	0.058952	0.00436681	41	0	0	37	0.108108	56	0.178571	False	True	0.780488	0	0	0.219512	0.733624	0	0	0.266376	RAN	RAN		0.545223	18.1847	0.512788	22.8515	free	RAN
ELITES	6	1400	156	0	156	6	0.0192308	0	37	0	0	28	0.0714286	43	0.0232558	False	True	0.864865	0	0	0.135135	0.839744	0	0	0.160256	LITES	LITES		0.603624	18.1683	0.586237	17.9495	free	LITES
SETONS	6	1400	142	0	142	2	0.00704225	0	36	0	0	30	0	38	0.0263158	False	True	0.888889	0	0	0.111111	0.795775	0	0.0211268	0.183099	TON	TON	STONES	0.620252	18.1643	0.55579	15.4901	free	TON
