word	len	trials	finds	vowelInitial	removedByFlux	commonEnglish	comparable	compP10	compMedian	pZeroAtP10	pZeroAtMedian	compP10SameInitial	compMedianSameInitial	pZeroAtP10SameInitial	pZeroAtMedianSameInitial	qAtMedian	qAtMedianSameInitial	qAtP10SameInitial
TELIC	5	264	0	False	False	True	1168	0.01018	0.1581	0.06706	1.849e-20	0.01546	0.1992	0.01634	3.445e-26	1.505e-19	6.866e-25	0.2501
TELSON	6	160	0	False	False	True	1061	0.009615	0.1292	0.2131	2.431e-10	0.0129	0.1667	0.1252	2.143e-13	6.058e-10	1.29e-12	0.3971
TENACE	6	128	0	False	False	True	1285	0.01064	0.122	0.2544	5.894e-08	0.01351	0.1624	0.1753	1.408e-10	8.918e-08	4.787e-10	0.3971
TENREC	6	106	0	False	False	True	1367	0.01163	0.1125	0.2894	3.205e-06	0.01282	0.1429	0.2547	8.01e-08	3.424e-06	1.586e-07	0.3971
TERAPH	6	122	0	False	False	False	1315	0.01087	0.1197	0.2636	1.753e-07	0.01351	0.1607	0.1902	5.212e-10	2.43e-07	1.537e-09	0.3971
TERATA	6	240	0	False	False	False	660	0.01071	0.1328	0.07551	1.394e-15	0.01362	0.1833	0.03723	7.776e-22	7.196e-15	1.152e-20	0.3647
TERCES	6	164	0	False	False	False	1004	0.01071	0.1337	0.1711	5.947e-11	0.01353	0.1797	0.1071	7.836e-15	1.622e-10	5.392e-14	0.3971
TERCIO	6	110	0	False	False	True	1373	0.01163	0.1154	0.2762	1.39e-06	0.01282	0.1511	0.2419	1.503e-08	1.628e-06	3.46e-08	0.3971
TEREDO	6	196	0	False	False	True	845	0.01176	0.1429	0.09832	7.558e-14	0.01356	0.1908	0.06881	9.551e-19	3.055e-13	1.004e-17	0.3971
TEREK	5	102	0	False	False	True	1476	0.01316	0.119	0.259	2.427e-06	0.01562	0.1413	0.2006	1.785e-07	2.637e-06	3.136e-07	0.3971
TERFE	5	152	0	False	False	False	1423	0.01057	0.129	0.1988	7.591e-10	0.0137	0.1519	0.1229	1.331e-11	1.681e-09	5.871e-11	0.3971
THEIC	5	156	0	False	False	False	1448	0.00997	0.1279	0.2095	5.319e-10	0.0137	0.1507	0.1163	8.605e-12	1.21e-09	3.979e-11	0.3971
THENAL	6	112	0	False	False	True	1341	0.01136	0.1167	0.278	9.246e-07	0.0125	0.1529	0.2444	8.464e-09	1.135e-06	2.03e-08	0.3971
THESP	5	152	0	False	False	False	1423	0.01057	0.129	0.1988	7.591e-10	0.0137	0.1519	0.1229	1.331e-11	1.681e-09	5.871e-11	0.3971
THORIA	6	114	0	False	False	True	1379	0.01136	0.1181	0.2718	6.03e-07	0.01351	0.1548	0.212	4.738e-09	7.56e-07	1.17e-08	0.3971
TIERCE	6	110	0	False	False	True	1373	0.01163	0.1154	0.2762	1.39e-06	0.01282	0.1511	0.2419	1.503e-08	1.628e-06	3.46e-08	0.3971
TIETAC	6	108	0	False	False	False	1418	0.01163	0.1154	0.2828	1.776e-06	0.01282	0.1509	0.2482	2.114e-08	2.005e-06	4.7e-08	0.3971
TIFO	4	160	0	False	False	False	911	0.01829	0.161	0.05213	6.317e-13	0.02259	0.1716	0.02583	8.221e-14	2.282e-12	5.222e-13	0.2986
TIGON	5	134	0	False	False	False	1453	0.01064	0.1282	0.2386	1.036e-08	0.01562	0.1541	0.1212	1.815e-10	1.914e-08	5.979e-10	0.3971
TINEID	6	128	0	False	False	True	1285	0.01064	0.122	0.2544	5.894e-08	0.01351	0.1624	0.1753	1.408e-10	8.918e-08	4.787e-10	0.3971
TOERAG	6	110	0	False	False	False	1373	0.01163	0.1154	0.2762	1.39e-06	0.01282	0.1511	0.2419	1.503e-08	1.628e-06	3.46e-08	0.3971
TOMIA	5	150	0	False	False	False	1423	0.01099	0.1284	0.1906	1.12e-09	0.01456	0.1498	0.1109	2.675e-11	2.398e-09	1.145e-10	0.3971
TONDO	5	128	0	False	False	False	1451	0.01111	0.13	0.2393	1.813e-08	0.01613	0.1556	0.1248	3.991e-10	3.129e-08	1.221e-09	0.3971
TONSOR	6	130	0	False	False	True	1235	0.01042	0.1224	0.2563	4.221e-08	0.01355	0.1607	0.1697	1.283e-10	6.684e-08	4.607e-10	0.3971
TORERO	6	100	0	False	False	True	1506	0.0125	0.1144	0.2843	5.273e-06	0.01351	0.1463	0.2565	1.344e-07	5.291e-06	2.514e-07	0.3971
TREIF	5	204	0	False	False	False	1342	0.009259	0.1405	0.1499	3.881e-14	0.01271	0.1667	0.07355	7.031e-17	1.602e-13	5.89e-16	0.3971
TREPAN	6	124	0	False	False	True	1281	0.01064	0.1176	0.2655	1.818e-07	0.01351	0.1585	0.1851	5.095e-10	2.484e-07	1.524e-09	0.3971
TRILD	5	154	0	False	False	False	1470	0.01052	0.1286	0.1963	6.234e-10	0.01399	0.1523	0.1142	8.836e-12	1.402e-09	3.99e-11	0.3971
TSETSE	6	134	0	False	False	True	1232	0.01	0.1192	0.2601	4.119e-08	0.01282	0.1558	0.1775	1.382e-10	6.669e-08	4.787e-10	0.3971
TSORIS	6	186	0	False	False	False	888	0.01172	0.1398	0.1115	6.799e-13	0.01351	0.1859	0.07961	2.434e-17	2.426e-12	2.164e-16	0.3971
TULSI	5	100	0	False	False	True	1526	0.01351	0.125	0.2565	1.588e-06	0.01429	0.1458	0.2372	1.426e-07	1.821e-06	2.609e-07	0.3971
TWP	3	112	0	False	False	False	95	0.02583	0.1518	0.05336	9.832e-09	0.03387	0.1739	0.02108	5.116e-10	1.857e-08	1.524e-09	0.2648
TYROS	5	104	0	False	False	False	1456	0.01316	0.1222	0.2522	1.294e-06	0.0155	0.146	0.1969	7.447e-08	1.555e-06	1.505e-07	0.3971
UDAL	4	208	0	True	False	True	962	0.01832	0.172	0.02139	9.019e-18	0.005389	0.03017	0.325	0.001708	5.793e-17	0.002605	0.3971
UGH	3	170	0	True	False	True	120	0.03012	0.1823	0.00552	1.373e-15	0.009467	0.06045	0.1985	2.491e-05	7.196e-15	4.234e-05	0.3971
ULAN	4	366	0	True	False	False	850	0.01882	0.1885	0.0009535	6.341e-34	0.005043	0.02761	0.1572	3.549e-05	9.906e-33	5.997e-05	0.3971
ULANS	5	160	0	True	False	False	1461	0.009901	0.1288	0.2035	2.629e-10	0.005995	0.02459	0.3821	0.01862	6.439e-10	0.0228	0.3971
ULTRA	5	136	0	True	False	True	1427	0.01042	0.1288	0.2407	7.192e-09	0.006757	0.02459	0.3977	0.03384	1.39e-08	0.03806	0.403
UMRA	4	180	0	True	False	False	959	0.01918	0.1644	0.03061	9.147e-15	0.00599	0.03714	0.3391	0.0011	4.229e-14	0.00171	0.3971
UNETH	5	144	0	True	False	False	1418	0.009804	0.1283	0.242	2.591e-09	0.006667	0.02689	0.3817	0.01973	5.348e-09	0.02385	0.3971
UPAS	4	180	0	True	False	True	959	0.01918	0.1644	0.03061	9.147e-15	0.00599	0.03714	0.3391	0.0011	4.229e-14	0.00171	0.3971
UPON	4	104	0	True	False	True	710	0.01887	0.15	0.1379	4.566e-08	0.008666	0.03371	0.4045	0.02825	7.211e-08	0.0326	0.4059
UPTA	4	172	0	True	False	False	905	0.01838	0.1646	0.04112	3.654e-14	0.006118	0.03465	0.348	0.00232	1.542e-13	0.003501	0.3971
UPTER	5	126	0	True	False	False	1388	0.01277	0.1361	0.198	9.896e-09	0.007945	0.02545	0.366	0.03883	1.857e-08	0.04211	0.3971
URAEI	5	288	0	True	False	False	1105	0.009615	0.1542	0.06188	1.143e-21	0.004481	0.03391	0.2743	4.845e-05	9.574e-21	8.141e-05	0.3971
URAO	4	424	0	True	False	True	839	0.01863	0.1939	0.000345	2.019e-40	0.00463	0.02804	0.1398	5.8e-06	4.489e-39	1.001e-05	0.3971
URAOS	5	184	0	True	False	False	1424	0.009259	0.1316	0.1806	5.348e-12	0.005587	0.02604	0.3567	0.007788	1.756e-11	0.0105	0.3971
URARE	5	174	0	True	False	True	1432	0.009524	0.1269	0.1892	5.533e-11	0.005882	0.02747	0.3582	0.007851	1.523e-10	0.0105	0.3971
URARI	5	104	0	True	False	True	1456	0.01316	0.1222	0.2522	1.294e-06	0.009785	0.03038	0.3596	0.0404	1.555e-06	0.04316	0.3971
UREASE	6	144	0	True	False	True	1150	0.009434	0.1185	0.2554	1.287e-08	0.007716	0.03086	0.3278	0.01095	2.325e-08	0.01438	0.3971
UREDIA	6	114	0	True	False	False	1379	0.01136	0.1181	0.2718	6.03e-07	0.008961	0.03125	0.3584	0.0268	7.56e-07	0.03104	0.3971
UREDO	5	178	0	True	False	True	1409	0.009488	0.1284	0.1832	2.39e-11	0.005774	0.02778	0.3567	0.006642	7.012e-11	0.009097	0.3971
UREIC	5	140	0	True	False	True	1464	0.0102	0.1278	0.2379	4.834e-09	0.006667	0.02459	0.392	0.03063	9.701e-09	0.03479	0.4017
URENAS	6	152	0	True	False	False	1074	0.009259	0.1269	0.2432	1.107e-09	0.007215	0.03431	0.3326	0.004958	2.397e-09	0.006906	0.3971
URIC	4	230	0	True	False	True	948	0.01826	0.1774	0.01443	3.088e-20	0.00511	0.0241	0.3078	0.003661	2.412e-19	0.005264	0.3971
URSON	5	170	0	True	False	True	1401	0.009615	0.127	0.1935	9.414e-11	0.005896	0.02604	0.3659	0.01127	2.485e-10	0.01467	0.3971
USNEA	5	242	0	True	False	True	1253	0.01002	0.1512	0.08741	5.964e-18	0.004854	0.03497	0.308	0.0001817	3.962e-17	0.0002993	0.3971
UTASES	6	102	0	True	False	False	1458	0.0125	0.1131	0.2772	4.84e-06	0.009434	0.03125	0.3803	0.03923	4.968e-06	0.04237	0.3971
UTERI	5	394	0	True	False	True	859	0.01154	0.1902	0.01032	7.791e-37	0.005035	0.05245	0.1368	6.049e-10	1.287e-35	1.775e-09	0.3971
UVA	3	114	0	True	False	True	99	0.02275	0.1471	0.07255	1.333e-08	0.01556	0.07843	0.1673	9.04e-05	2.392e-08	0.0001514	0.3971
VERIST	6	102	0	False	False	True	1458	0.0125	0.1131	0.2772	4.84e-06	0.01316	0.1429	0.259	1.484e-07	4.968e-06	2.689e-07	0.3971
VLEI	4	122	0	False	False	True	823	0.01933	0.1556	0.0924	1.101e-09	0.02143	0.1642	0.07117	3.126e-10	2.392e-09	1.009e-09	0.3971
VROT	4	138	0	False	False	False	855	0.01923	0.1641	0.06858	1.82e-11	0.0229	0.1724	0.04087	4.552e-12	5.394e-11	2.161e-11	0.3938
WEISE	5	114	0	False	False	False	1502	0.0122	0.1309	0.2469	1.138e-07	0.01613	0.1552	0.1567	4.491e-09	1.632e-07	1.149e-08	0.3971
WOG	3	148	0	False	True	True	114	0.01828	0.1637	0.06516	3.234e-12	0.0389	0.1744	0.002818	4.791e-13	1.1e-11	2.588e-12	0.1018
YAREST	6	186	0	False	False	False	888	0.01172	0.1398	0.1115	6.799e-13	0.01351	0.1859	0.07961	2.434e-17	2.426e-12	2.164e-16	0.3971
YARTA	5	100	0	False	False	False	1526	0.01351	0.125	0.2565	1.588e-06	0.01429	0.1458	0.2372	1.426e-07	1.821e-06	2.609e-07	0.3971
YARTO	5	120	0	False	False	False	1502	0.0119	0.1309	0.2376	4.906e-08	0.01562	0.1556	0.1511	1.544e-09	7.562e-08	4.289e-09	0.3971
YID	3	308	0	False	True	False	191	0.04867	0.2351	2.117e-07	1.403e-36	0.06113	0.2618	3.657e-09	2.534e-41	2.252e-35	1.127e-39	5.284e-07
YIDS	4	108	0	False	True	False	754	0.02	0.15	0.1128	2.384e-08	0.02232	0.161	0.08733	5.826e-09	3.982e-08	1.433e-08	0.3971
YLEM	4	114	0	False	False	False	786	0.0202	0.1522	0.0976	6.714e-09	0.02184	0.1633	0.08071	1.496e-09	1.32e-08	4.219e-09	0.3971
YONIS	5	114	0	False	False	False	1502	0.0122	0.1309	0.2469	1.138e-07	0.01613	0.1552	0.1567	4.491e-09	1.632e-07	1.149e-08	0.3971
YRENT	5	170	0	False	False	False	1401	0.009615	0.127	0.1935	9.414e-11	0.0136	0.1533	0.09751	5.215e-13	2.485e-10	2.765e-12	0.3971
