word	k	n	len	missesAfterLastFind	pts	forgone
SERAI	1.0	783	5	628	800	502400
STRAE	2.0	773	5	536	800	428800
AERO	2.0	1087	4	890	400	356000
ASTARE	1.0	248	6	245	1400	343000
REAIS	1.0	510	5	404	800	323200
AEROS	2.0	512	5	403	800	322400
TARSI	1.0	443	5	401	800	320800
SERAIL	1.0	241	6	196	1400	274400
ASTIR	1.0	445	5	334	800	267200
TRANSE	1.0	229	6	184	1400	257600
OSAR	1.0	682	4	627	400	250800
EINE	1.0	772	4	612	400	244800
SAETER	1.0	219	6	172	1400	240800
IRADE	1.0	311	5	284	800	227200
ARENES	1.0	194	6	156	1400	218400
DREST	1.0	440	5	271	800	216800
EDIT	1.0	599	4	539	400	215600
NATIS	1.0	422	5	267	800	213600
SERINE	2.0	253	6	146	1400	204400
AISLE	1.0	274	5	243	800	194400
DIANE	1.0	252	5	242	800	193600
TETRI	1.0	242	5	240	800	192000
REASON	1.0	150	6	137	1400	191800
DEAREST	1.0	109	7	105	1800	189000
EINA	1.0	971	4	452	400	180800
NEIST	1.0	571	5	224	800	179200
TETRIS	1.0	123	6	121	1400	169400
ARENE	2.0	336	5	208	800	166400
SNIRT	1.0	378	5	206	800	164800
INTEL	1.0	281	5	203	800	162400
ADORE	1.0	201	5	199	800	159200
ELSIN	1.0	263	5	198	800	158400
RHEAS	1.0	208	5	197	800	157600
RESHOT	1.0	120	6	112	1400	156800
IRATEST	1.0	124	7	87	1800	156600
DESTAIN	1.0	94	7	87	1800	156600
TRONA	2.0	287	5	195	800	156000
SENNA	1.0	193	5	192	800	153600
IRATER	2.0	226	6	108	1400	151200
SENOR	1.0	498	5	188	800	150400
TRIOSE	1.0	147	6	107	1400	149800
SENIOR	1.0	174	6	107	1400	149800
ASSET	2.0	263	5	185	800	148000
AREAL	1.0	273	5	185	800	148000
RASTA	2.0	329	5	183	800	146400
SLOE	1.0	413	4	365	400	146000
ONESIE	1.0	121	6	104	1400	145600
TENIA	2.0	556	5	182	800	145600
NISSE	1.0	205	5	181	800	144800
TORAN	2.0	326	5	180	800	144000
ODEA	1.0	439	4	358	400	143200
TOISE	2.0	367	5	176	800	140800
SERINES	1.0	82	7	78	1800	140400
TERAIS	1.0	352	6	99	1400	138600
REDANS	1.0	133	6	99	1400	138600
SNEAD	1.0	265	5	173	800	138400
SLART	2.0	306	5	173	800	138400
ARSON	1.0	239	5	172	800	137600
SNATH	1.0	214	5	168	800	134400
SEAREST	1.0	92	7	74	1800	133200
MESTER	2.0	116	6	95	1400	133000
SERON	1.0	558	5	165	800	132000
RETIAL	2.0	224	6	94	1400	131600
TORANS	1.0	145	6	94	1400	131600
SESH	1.0	359	4	329	400	131600
REGNA	2.0	184	5	164	800	131200
SERAC	1.0	429	5	164	800	131200
EISH	1.0	527	4	325	400	130000
GNATS	1.0	170	5	160	800	128000
GNAT	1.0	338	4	318	400	127200
RENINS	1.0	99	6	90	1400	126000
RETEAR	2.0	158	6	90	1400	126000
INLET	1.0	191	5	157	800	125600
TEHR	1.0	449	4	311	400	124400
MATIER	1.0	118	6	88	1400	123200
RIANT	2.0	268	5	151	800	120800
PEREA	1.0	154	5	151	800	120800
LARNED	1.0	88	6	86	1400	120400
RATANS	1.0	110	6	85	1400	119000
RESOLE	1.0	96	6	85	1400	119000
REITER	1.0	138	6	85	1400	119000
SOLERA	1.0	137	6	85	1400	119000
ANILE	1.0	311	5	148	800	118400
LIART	1.0	292	5	148	800	118400
TRAPSE	1.0	89	6	84	1400	117600
RANEE	1.0	237	5	146	800	116800
IDENT	1.0	255	5	146	800	116800
ASSERT	1.0	120	6	82	1400	114800
ARENAS	1.0	169	6	82	1400	114800
OGRES	1.0	145	5	143	800	114400
SOLEI	1.0	222	5	142	800	113600
DOTIER	1.0	85	6	80	1400	112000
TINIES	1.0	132	6	80	1400	112000
SNATHE	1.0	102	6	79	1400	110600
ERODES	1.0	122	6	79	1400	110600
SARNIE	1.0	157	6	79	1400	110600
LAERED	1.0	84	6	79	1400	110600
MESAL	1.0	160	5	136	800	108800
ASAR	1.0	368	4	272	400	108800
SERRAE	1.0	102	6	77	1400	107800
NOSIES	2.0	112	6	77	1400	107800
AREAE	1.0	199	5	134	800	107200
INTELS	1.0	114	6	75	1400	105000
EGRETS	1.0	81	6	75	1400	105000
NISI	1.0	296	4	261	400	104400
IDEAL	1.0	194	5	130	800	104000
LIARD	1.0	164	5	130	800	104000
THEIRS	1.0	92	6	74	1400	103600
TRONAS	2.0	115	6	74	1400	103600
TEHRS	1.0	185	5	129	800	103200
SINH	2.0	340	4	257	400	102800
HOSEN	2.0	210	5	127	800	101600
STREP	2.0	237	5	127	800	101600
ANOLE	2.0	167	5	127	800	101600
PISTE	2.0	158	5	125	800	100000
DELOS	1.0	182	5	124	800	99200
TRIAC	1.0	173	5	124	800	99200
ANOLES	2.0	93	6	70	1400	98000
RODENT	1.0	84	6	70	1400	98000
ISIT	1.0	308	4	243	400	97200
STOIT	1.0	162	5	121	800	96800
TINIER	1.0	104	6	69	1400	96600
SNIES	1.0	373	5	120	800	96000
MOIRES	1.0	72	6	68	1400	95200
TATIES	1.0	156	6	68	1400	95200
RETIED	2.0	129	6	68	1400	95200
NALAS	2.0	136	5	118	800	94400
LERING	1.0	88	6	67	1400	93800
URASE	1.0	217	5	117	800	93600
OPERA	1.0	174	5	117	800	93600
PRESA	2.0	244	5	116	800	92800
EALES	2.0	333	5	116	800	92800
NITON	1.0	189	5	116	800	92800
LORIES	2.0	107	6	66	1400	92400
AINEE	2.0	206	5	115	800	92000
INSERTS	2.0	67	7	51	1800	91800
SIENT	1.0	487	5	114	800	91200
SCRAN	2.0	126	5	114	800	91200
LENIS	1.0	315	5	113	800	90400
DERTH	2.0	194	5	113	800	90400
SANTERO	1.0	101	7	50	1800	90000
TRAINEE	1.0	56	7	49	1800	88200
LENITE	1.0	113	6	63	1400	88200
UREAS	2.0	221	5	110	800	88000
UREA	2.0	409	4	218	400	87200
IDEALS	1.0	94	6	62	1400	86800
DORTER	1.0	85	6	62	1400	86800
TODIES	1.0	85	6	62	1400	86800
SDAINE	1.0	88	6	62	1400	86800
BITSER	1.0	68	6	60	1400	84000
NARAS	1.0	238	5	104	800	83200
OSIER	1.0	402	5	104	800	83200
LIANA	1.0	108	5	104	800	83200
LATENTS	2.0	57	7	46	1800	82800
SANTERA	2.0	102	7	46	1800	82800
DERTHS	1.0	78	6	59	1400	82600
ITHER	1.0	221	5	103	800	82400
AREDE	1.0	251	5	103	800	82400
SERRAN	1.0	109	6	58	1400	81200
ASHEN	2.0	175	5	101	800	80800
ALAN	2.0	244	4	202	400	80800
CLIES	1.0	111	5	100	800	80000
ARISH	1.0	215	5	100	800	80000
ECAD	1.0	216	4	200	400	80000
TONSIL	1.0	65	6	57	1400	79800
ASSENT	1.0	85	6	57	1400	79800
TRISTE	1.0	177	6	57	1400	79800
DEISTS	1.0	72	6	57	1400	79800
EASIED	1.0	104	6	57	1400	79800
NISHES	1.0	61	6	57	1400	79800
RETAGS	1.0	88	6	57	1400	79800
SNIRTS	1.0	126	6	57	1400	79800
MOIRE	2.0	112	5	99	800	79200
STOLEN	1.0	100	6	56	1400	78400
RENNE	2.0	122	5	98	800	78400
NIRL	1.0	318	4	196	400	78400
DESALT	1.0	95	6	56	1400	78400
STOND	1.0	150	5	98	800	78400
OLID	2.0	265	4	194	400	77600
HOSTA	1.0	175	5	97	800	77600
SEDAN	1.0	290	5	97	800	77600
HORST	2.0	180	5	97	800	77600
RETEMS	1.0	62	6	55	1400	77000
TRITER	1.0	87	6	55	1400	77000
TAMINS	1.0	58	6	55	1400	77000
RELISH	1.0	80	6	55	1400	77000
DERRO	1.0	125	5	96	800	76800
EAGRE	2.0	106	5	96	800	76800
DORSA	1.0	150	5	96	800	76800
DRESS	1.0	127	5	95	800	76000
ARSINE	1.0	223	6	54	1400	75600
RENNES	1.0	65	6	54	1400	75600
CASTOR	2.0	62	6	54	1400	75600
PORAE	2.0	149	5	94	800	75200
SOREL	1.0	312	5	94	800	75200
MERIL	1.0	101	5	93	800	74400
RAREE	1.0	97	5	93	800	74400
STOLID	1.0	55	6	53	1400	74200
SEARCE	1.0	79	6	53	1400	74200
SOLANS	1.0	56	6	53	1400	74200
ORANGE	1.0	68	6	53	1400	74200
DESIST	1.0	81	6	53	1400	74200
HEARIE	1.0	95	6	53	1400	74200
READIES	1.0	52	7	41	1800	73800
DESIS	2.0	144	5	92	800	73600
ABETS	1.0	115	5	92	800	73600
ALATE	1.0	204	5	92	800	73600
ORRA	2.0	279	4	183	400	73200
TATIE	2.0	259	5	91	800	72800
NECTAR	1.0	62	6	52	1400	72800
SEELD	1.0	105	5	91	800	72800
MIENS	2.0	143	5	91	800	72800
ORNATE	1.0	172	6	52	1400	72800
MINAR	2.0	159	5	91	800	72800
DROIT	1.0	126	5	90	800	72000
DILATE	1.0	105	6	51	1400	71400
ELSINS	1.0	70	6	51	1400	71400
ROOSA	1.0	110	5	89	800	71200
ELANS	1.0	314	5	89	800	71200
MINAE	2.0	176	5	89	800	71200
LADIES	2.0	93	6	50	1400	70000
TAMINE	1.0	84	6	50	1400	70000
RAIRD	1.0	95	5	87	800	69600
ROHES	2.0	190	5	87	800	69600
TORUS	2.0	104	5	86	800	68800
ALAE	2.0	340	4	172	400	68800
MOTEN	2.0	126	5	86	800	68800
SITREP	2.0	86	6	49	1400	68600
TALION	1.0	65	6	49	1400	68600
SERIES	2.0	164	6	49	1400	68600
RATITE	1.0	130	6	49	1400	68600
NORITE	2.0	164	6	49	1400	68600
ANISES	1.0	136	6	49	1400	68600
PAIREST	1.0	47	7	38	1800	68400
SIGNA	2.0	139	5	85	800	68000
TRIOL	1.0	139	5	85	800	68000
ARENA	2.0	397	5	85	800	68000
MERIS	1.0	218	5	84	800	67200
CARON	2.0	133	5	84	800	67200
URENT	2.0	166	5	84	800	67200
DENTIN	2.0	79	6	48	1400	67200
STOAS	2.0	176	5	84	800	67200
ALANS	1.0	108	5	83	800	66400
APSES	2.0	99	5	83	800	66400
PORAES	2.0	85	6	47	1400	65800
COATIS	1.0	54	6	47	1400	65800
PROAS	1.0	96	5	81	800	64800
STARNIE	2.0	90	7	36	1800	64800
MEDIA	1.0	95	5	81	800	64800
STOMA	1.0	116	5	81	800	64800
THERM	2.0	87	5	81	800	64800
INTIL	1.0	105	5	79	800	63200
SIRRA	1.0	155	5	79	800	63200
AGENE	1.0	92	5	79	800	63200
TENDU	1.0	81	5	79	800	63200
ONNED	1.0	85	5	79	800	63200
SLIER	2.0	310	5	79	800	63200
NIRLS	1.0	125	5	79	800	63200
GERNE	1.0	108	5	79	800	63200
RIPENS	2.0	48	6	45	1400	63000
ONESIES	1.0	38	7	35	1800	63000
ENTOIL	1.0	66	6	45	1400	63000
DESTINE	1.0	73	7	35	1800	63000
HOARED	1.0	64	6	45	1400	63000
NITONS	1.0	80	6	45	1400	63000
STONIED	1.0	49	7	35	1800	63000
ABET	2.0	194	4	156	400	62400
NIEF	1.0	183	4	155	400	62000
REGEST	1.0	47	6	44	1400	61600
DROITS	1.0	68	6	44	1400	61600
YESTER	2.0	52	6	44	1400	61600
SIMAR	1.0	182	5	77	800	61600
CRIAS	1.0	115	5	77	800	61600
RODENTS	1.0	41	7	34	1800	61200
EURO	1.0	253	4	153	400	61200
DORTERS	1.0	48	7	34	1800	61200
REPRO	1.0	86	5	76	800	60800
ARIOSE	1.0	139	6	43	1400	60200
AGENES	1.0	51	6	43	1400	60200
MAIDEN	1.0	50	6	43	1400	60200
SANNIE	1.0	67	6	43	1400	60200
ERICS	1.0	174	5	75	800	60000
BELAR	1.0	86	5	75	800	60000
SUETS	1.0	114	5	75	800	60000
RESOD	1.0	280	5	75	800	60000
HEALD	1.0	82	5	75	800	60000
EAUS	1.0	248	4	149	400	59600
RETARDS	2.0	41	7	33	1800	59400
MESTERS	1.0	34	7	33	1800	59400
EARNEST	1.0	92	7	33	1800	59400
NORITES	1.0	98	7	33	1800	59400
TRAGI	1.0	84	5	74	800	59200
VERST	1.0	100	5	74	800	59200
ROARIE	2.0	65	6	42	1400	58800
STENOS	1.0	140	6	42	1400	58800
HALITE	1.0	73	6	42	1400	58800
GIROS	1.0	75	5	73	800	58400
ATAP	1.0	178	4	145	400	58000
ESCOT	2.0	134	5	72	800	57600
RATITES	1.0	82	7	32	1800	57600
REASONS	1.0	35	7	32	1800	57600
GIRO	2.0	192	4	144	400	57600
THEMA	1.0	73	5	72	800	57600
EPOS	2.0	253	4	144	400	57600
RENNED	1.0	42	6	41	1400	57400
TOISES	1.0	89	6	41	1400	57400
PETERS	2.0	68	6	41	1400	57400
STONEN	1.0	77	6	41	1400	57400
TAPET	1.0	100	5	71	800	56800
NONAS	1.0	98	5	71	800	56800
ANILS	1.0	217	5	71	800	56800
GEEST	2.0	85	5	71	800	56800
DEIDS	1.0	94	5	71	800	56800
NOLO	1.0	158	4	141	400	56400
EMOTE	1.0	89	5	70	800	56000
REMOTE	1.0	44	6	40	1400	56000
PITON	1.0	71	5	70	800	56000
SHEATH	1.0	47	6	40	1400	56000
ASEA	1.0	666	4	140	400	56000
SPINA	1.0	88	5	70	800	56000
SALIC	2.0	95	5	70	800	56000
CRONETS	1.0	38	7	31	1800	55800
SPAREST	1.0	52	7	31	1800	55800
NONA	2.0	221	4	138	400	55200
YITES	1.0	103	5	69	800	55200
ACTA	1.0	181	4	138	400	55200
SOTOL	1.0	93	5	69	800	55200
NOTARISE	1.0	44	7	25	2200	55000
ANAN	1.0	146	4	137	400	54800
GLIA	1.0	160	4	137	400	54800
RAPINE	2.0	61	6	39	1400	54600
ARTIST	2.0	146	6	39	1400	54600
SERIAL	1.0	216	6	39	1400	54600
GREINS	2.0	63	6	39	1400	54600
SPAIT	1.0	90	5	68	800	54400
ALOES	2.0	268	5	68	800	54400
NOLOS	1.0	75	5	68	800	54400
DEASH	2.0	176	5	68	800	54400
SOLATES	2.0	55	7	30	1800	54000
SALTERN	1.0	55	7	30	1800	54000
SMOTE	1.0	117	5	67	800	53600
HARSH	1.0	84	5	67	800	53600
SHIEL	1.0	102	5	67	800	53600
AMINO	1.0	114	5	67	800	53600
HALID	1.0	75	5	67	800	53600
CARONS	2.0	62	6	38	1400	53200
LOCI	1.0	162	4	133	400	53200
PIETAS	1.0	68	6	38	1400	53200
THERMS	2.0	43	6	38	1400	53200
SEANCE	1.0	54	6	38	1400	53200
TORTIE	1.0	91	6	38	1400	53200
TONUS	1.0	70	5	66	800	52800
RUERS	1.0	75	5	66	800	52800
HEDER	1.0	117	5	66	800	52800
ORANG	2.0	128	5	66	800	52800
LEMAN	1.0	91	5	66	800	52800
DEBAR	1.0	74	5	66	800	52800
REINTER	1.0	47	7	29	1800	52200
ORANGES	1.0	35	7	29	1800	52200
STOAE	2.0	296	5	65	800	52000
ANODE	2.0	181	5	65	800	52000
ATOP	1.0	235	4	130	400	52000
RIPEST	1.0	75	6	37	1400	51800
SOPITE	1.0	39	6	37	1400	51800
STATIC	1.0	52	6	37	1400	51800
POLIES	1.0	54	6	37	1400	51800
SPIREA	1.0	66	6	37	1400	51800
BRANES	2.0	50	6	37	1400	51800
SARGES	2.0	49	6	37	1400	51800
STREPS	1.0	69	6	37	1400	51800
DECANI	1.0	40	6	37	1400	51800
SEGO	2.0	250	4	129	400	51600
RUSA	1.0	213	4	129	400	51600
SNASH	1.0	95	5	64	800	51200
SCAIL	1.0	85	5	63	800	50400
RAMIES	1.0	105	6	36	1400	50400
ELAPSE	1.0	52	6	36	1400	50400
INTENTS	1.0	46	7	28	1800	50400
TEARIER	1.0	44	7	28	1800	50400
ENTICE	1.0	50	6	36	1400	50400
MANTO	2.0	102	5	62	800	49600
BESIT	1.0	92	5	62	800	49600
KETA	1.0	134	4	123	400	49200
GRISED	1.0	54	6	35	1400	49000
OCHERS	2.0	50	6	35	1400	49000
NITHER	2.0	94	6	35	1400	49000
STENCH	1.0	44	6	35	1400	49000
TUAN	2.0	209	4	122	400	48800
RONDO	1.0	64	5	61	800	48800
SEISM	1.0	137	5	61	800	48800
BIAS	1.0	137	4	122	400	48800
RESTIER	2.0	70	7	27	1800	48600
RESILES	1.0	39	7	27	1800	48600
ALERTER	1.0	34	7	27	1800	48600
OCHRE	1.0	78	5	60	800	48000
STEPT	1.0	86	5	60	800	48000
KETAS	1.0	65	5	60	800	48000
AMATES	1.0	60	6	34	1400	47600
SHANTI	2.0	50	6	34	1400	47600
SEDENT	1.0	89	6	34	1400	47600
HELING	1.0	35	6	34	1400	47600
CITHER	2.0	40	6	34	1400	47600
MEDIAN	1.0	39	6	34	1400	47600
RONINS	1.0	51	6	34	1400	47600
REPROS	1.0	39	6	34	1400	47600
GATORS	1.0	38	6	34	1400	47600
FRATI	1.0	92	5	59	800	47200
SURAT	1.0	148	5	59	800	47200
LORIC	1.0	80	5	59	800	47200
TAMINES	1.0	47	7	26	1800	46800
HALITES	1.0	49	7	26	1800	46800
SARNIES	1.0	59	7	26	1800	46800
STEDD	2.0	97	5	58	800	46400
SOCAS	1.0	67	5	58	800	46400
SANGO	1.0	88	5	58	800	46400
HELED	1.0	62	5	58	800	46400
CASINO	1.0	57	6	33	1400	46200
TAPETS	1.0	48	6	33	1400	46200
PARTON	1.0	41	6	33	1400	46200
LATISH	1.0	52	6	33	1400	46200
STROUT	1.0	45	6	33	1400	46200
SHALOT	2.0	46	6	33	1400	46200
REHIRE	1.0	38	6	33	1400	46200
ATTEND	1.0	47	6	33	1400	46200
RATTAN	1.0	48	6	33	1400	46200
ALATED	1.0	71	6	33	1400	46200
ICON	2.0	221	4	115	400	46000
TATU	2.0	168	4	115	400	46000
AREPA	1.0	165	5	57	800	45600
ESSE	2.0	256	4	114	400	45600
GORIS	1.0	82	5	57	800	45600
STAIG	1.0	135	5	57	800	45600
TRAPT	1.0	71	5	57	800	45600
ENTREAT	1.0	55	7	25	1800	45000
ALERTED	2.0	37	7	25	1800	45000
LESSOR	1.0	52	6	32	1400	44800
SANIES	1.0	163	6	32	1400	44800
RAMIE	1.0	172	5	56	800	44800
SOLACE	2.0	39	6	32	1400	44800
DEAW	1.0	136	4	112	400	44800
ROGERS	1.0	36	6	32	1400	44800
EMOTES	1.0	46	6	32	1400	44800
LAMEST	1.0	67	6	32	1400	44800
THALER	2.0	79	6	32	1400	44800
SILENE	1.0	87	6	32	1400	44800
BREIST	1.0	47	6	32	1400	44800
MITIS	1.0	60	5	56	800	44800
LISLE	1.0	100	5	55	800	44000
TRENDIES	1.0	22	7	20	2200	44000
DESTAINS	1.0	21	7	20	2200	44000
DREED	2.0	69	5	55	800	44000
SEIK	1.0	119	4	109	400	43600
OLLIES	2.0	59	6	31	1400	43400
TIDIES	1.0	46	6	31	1400	43400
SIGNAL	1.0	43	6	31	1400	43400
ADORED	1.0	32	6	31	1400	43400
DENIED	2.0	44	6	31	1400	43400
PITONS	1.0	32	6	31	1400	43400
STEMED	1.0	51	6	31	1400	43400
RERISE	1.0	116	6	31	1400	43400
UTILES	1.0	54	6	31	1400	43400
SEDATE	1.0	127	6	31	1400	43400
PRATIES	1.0	33	7	24	1800	43200
STALEST	1.0	46	7	24	1800	43200
ENARM	1.0	136	5	54	800	43200
PRIAL	1.0	67	5	54	800	43200
SORUS	1.0	75	5	54	800	43200
ROUEN	1.0	74	5	54	800	43200
PRESTER	1.0	29	7	24	1800	43200
LISTENS	2.0	36	7	24	1800	43200
ICONS	1.0	108	5	54	800	43200
TRUER	2.0	82	5	53	800	42400
UTILE	1.0	90	5	53	800	42400
IODIN	1.0	70	5	53	800	42400
AMATE	1.0	92	5	53	800	42400
SUETE	1.0	89	5	53	800	42400
ANODES	2.0	99	6	30	1400	42000
CAROLS	2.0	42	6	30	1400	42000
SOAPER	2.0	45	6	30	1400	42000
TREMAS	2.0	101	6	30	1400	42000
RETSINAS	1.0	36	7	19	2200	41800
SANTEROS	1.0	34	7	19	2200	41800
REDAN	2.0	298	5	52	800	41600
PANTO	1.0	78	5	52	800	41600
ITEM	1.0	395	4	104	400	41600
LATRINE	1.0	70	7	23	1800	41400
RECITAL	1.0	28	7	23	1800	41400
ETIC	1.0	500	4	103	400	41200
VIAE	1.0	113	4	103	400	41200
ENACT	1.0	143	5	51	800	40800
PISO	2.0	173	4	102	400	40800
GIRNED	1.0	36	6	29	1400	40600
ESCARS	1.0	63	6	29	1400	40600
CONINE	1.0	33	6	29	1400	40600
ALLIED	2.0	46	6	29	1400	40600
SCRANS	1.0	34	6	29	1400	40600
CARNIE	2.0	63	6	29	1400	40600
SORRAS	2.0	33	6	29	1400	40600
LIGATE	1.0	31	6	29	1400	40600
ANTICS	2.0	45	6	29	1400	40600
UNDEAR	1.0	40	6	29	1400	40600
SIEGER	2.0	42	6	29	1400	40600
ENGS	2.0	298	4	100	400	40000
BASTO	1.0	66	5	50	800	40000
LITHO	1.0	70	5	50	800	40000
INSERTER	1.0	21	7	18	2200	39600
RETASTES	1.0	24	7	18	2200	39600
AERATED	1.0	46	7	22	1800	39600
TALONED	1.0	24	7	22	1800	39600
COSINES	1.0	27	7	22	1800	39600
STEARINE	2.0	43	7	18	2200	39600
ABELES	1.0	30	6	28	1400	39200
GERNES	1.0	38	6	28	1400	39200
LINNET	1.0	38	6	28	1400	39200
IODINE	2.0	44	6	28	1400	39200
ALLOT	1.0	84	5	49	800	39200
ANNAS	1.0	52	5	49	800	39200
SEDANS	1.0	81	6	28	1400	39200
BOREL	1.0	59	5	49	800	39200
DESHI	2.0	129	5	49	800	39200
HOSTIE	2.0	81	6	28	1400	39200
GRONED	2.0	35	6	28	1400	39200
TOLAN	2.0	187	5	49	800	39200
TARCEL	2.0	42	6	28	1400	39200
OMERS	2.0	159	5	49	800	39200
DREAMT	1.0	37	6	28	1400	39200
TAISH	1.0	185	5	49	800	39200
LODENS	2.0	62	6	28	1400	39200
AFRO	2.0	111	4	97	400	38800
ARGOT	1.0	73	5	48	800	38400
CANID	1.0	91	5	48	800	38400
POLIS	1.0	70	5	48	800	38400
CLIED	2.0	62	5	48	800	38400
ABRI	2.0	136	4	96	400	38400
PEASEN	1.0	60	6	27	1400	37800
SITHEN	1.0	66	6	27	1400	37800
RAPINES	1.0	33	7	21	1800	37800
LINTIES	2.0	37	7	21	1800	37800
DENTINS	1.0	27	7	21	1800	37800
TENNIS	2.0	85	6	27	1400	37800
NOULES	1.0	36	6	27	1400	37800
POSTERN	1.0	27	7	21	1800	37800
UNTILE	1.0	36	6	27	1400	37800
INTENT	2.0	75	6	27	1400	37800
ALTERNE	1.0	37	7	21	1800	37800
TENTIE	1.0	97	6	27	1400	37800
LUNIES	1.0	34	6	27	1400	37800
ITEMS	1.0	169	5	47	800	37600
COOER	2.0	60	5	47	800	37600
CIELS	2.0	107	5	47	800	37600
AHIS	2.0	302	4	94	400	37600
ROGER	2.0	73	5	47	800	37600
SLOSH	1.0	54	5	47	800	37600
MUSET	2.0	67	5	47	800	37600
RESAW	2.0	133	5	47	800	37600
NIECE	2.0	56	5	47	800	37600
ARGON	1.0	79	5	47	800	37600
SALTIERS	1.0	25	7	17	2200	37400
ENOW	1.0	148	4	93	400	37200
DHAL	1.0	107	4	93	400	37200
IRING	1.0	96	5	46	800	36800
LAPIS	1.0	73	5	46	800	36800
NANG	1.0	117	4	92	400	36800
URIAL	1.0	70	5	46	800	36800
SPRAD	1.0	63	5	46	800	36800
FREIT	1.0	111	5	46	800	36800
MISSA	1.0	52	5	46	800	36800
ADIOS	1.0	101	5	46	800	36800
CONIA	1.0	118	5	46	800	36800
MELON	1.0	51	5	46	800	36800
HASSEL	1.0	32	6	26	1400	36400
PONIES	1.0	55	6	26	1400	36400
UDOS	2.0	111	4	91	400	36400
REHANG	1.0	29	6	26	1400	36400
ODAH	1.0	143	4	91	400	36400
PONTIE	1.0	36	6	26	1400	36400
TENDON	1.0	41	6	26	1400	36400
MANTRA	1.0	34	6	26	1400	36400
SIGNEE	1.0	35	6	26	1400	36400
NIECES	2.0	33	6	26	1400	36400
ORANGS	1.0	35	6	26	1400	36400
SHREDS	1.0	27	6	26	1400	36400
SINDED	1.0	33	6	26	1400	36400
MONIED	2.0	33	6	26	1400	36400
ISM	1.0	643	3	364	100	36400
CRORES	1.0	40	6	26	1400	36400
BATLER	1.0	39	6	26	1400	36400
UNTIL	1.0	69	5	45	800	36000
RADIO	2.0	115	5	45	800	36000
ERASION	1.0	62	7	20	1800	36000
ATTIC	1.0	61	5	45	800	36000
STRAITS	2.0	46	7	20	1800	36000
DARNERS	1.0	24	7	20	1800	36000
COARSER	1.0	26	7	20	1800	36000
SNIDEST	1.0	42	7	20	1800	36000
DAUR	1.0	114	4	90	400	36000
LILTS	1.0	65	5	45	800	36000
FITNA	1.0	61	5	45	800	36000
NESTLER	1.0	36	7	20	1800	36000
ROSIEST	1.0	55	7	20	1800	36000
LIEU	1.0	163	4	90	400	36000
RIMU	1.0	90	4	89	400	35600
TREF	2.0	228	4	89	400	35600
RIMAE	1.0	127	5	44	800	35200
SOMAN	2.0	92	5	44	800	35200
PROTO	2.0	53	5	44	800	35200
CIRLS	1.0	52	5	44	800	35200
SPRED	2.0	111	5	44	800	35200
RELIC	1.0	117	5	44	800	35200
NOSEY	1.0	69	5	44	800	35200
ELOPS	1.0	62	5	44	800	35200
SANGA	2.0	80	5	44	800	35200
PISHER	1.0	30	6	25	1400	35000
SHERPA	1.0	30	6	25	1400	35000
SORELS	1.0	91	6	25	1400	35000
PROTEI	1.0	42	6	25	1400	35000
RELLIE	1.0	50	6	25	1400	35000
SUING	1.0	57	5	43	800	34400
DIEB	1.0	91	4	86	400	34400
TYRED	2.0	48	5	43	800	34400
TOMAN	2.0	87	5	43	800	34400
TAPEN	2.0	117	5	43	800	34400
NIPAS	1.0	98	5	43	800	34400
SINUS	1.0	70	5	43	800	34400
DIRLS	1.0	81	5	43	800	34400
SMIRS	2.0	63	5	43	800	34400
TAPAS	1.0	53	5	43	800	34400
ABRIS	1.0	65	5	43	800	34400
CEROS	2.0	170	5	43	800	34400
SAIST	2.0	220	5	43	800	34400
NORM	1.0	192	4	86	400	34400
RETINOL	1.0	42	7	19	1800	34200
REMOTES	1.0	22	7	19	1800	34200
REDATED	2.0	26	7	19	1800	34200
THALERS	1.0	47	7	19	1800	34200
NITHERS	2.0	52	7	19	1800	34200
NERDIER	1.0	23	7	19	1800	34200
RECTION	1.0	24	7	19	1800	34200
RECOATS	2.0	23	7	19	1800	34200
PONTIES	1.0	25	7	19	1800	34200
EGER	2.0	168	4	85	400	34000
FESTAL	1.0	41	6	24	1400	33600
ARPENS	1.0	50	6	24	1400	33600
PILEA	1.0	88	5	42	800	33600
TACET	1.0	113	5	42	800	33600
TATUS	2.0	67	5	42	800	33600
BIERS	2.0	101	5	42	800	33600
NILLED	1.0	26	6	24	1400	33600
LADLER	1.0	25	6	24	1400	33600
SLUES	2.0	60	5	42	800	33600
SPECT	1.0	46	5	42	800	33600
TYRO	1.0	107	4	84	400	33600
GENETS	2.0	64	6	24	1400	33600
WETA	2.0	229	4	84	400	33600
LIEUS	1.0	78	5	42	800	33600
STRIMS	1.0	37	6	24	1400	33600
AMORT	1.0	114	5	42	800	33600
AMINOS	1.0	43	6	24	1400	33600
PESOS	1.0	55	5	42	800	33600
TAWSE	2.0	81	5	42	800	33600
GERNED	1.0	32	6	24	1400	33600
MAARS	1.0	64	5	42	800	33600
SERMON	1.0	44	6	24	1400	33600
DICTA	1.0	55	5	42	800	33600
FOLIES	1.0	26	6	24	1400	33600
LILT	1.0	113	4	83	400	33200
GISM	1.0	86	4	83	400	33200
ROSETING	2.0	19	7	15	2200	33000
DARGS	1.0	45	5	41	800	32800
SEWAR	2.0	86	5	41	800	32800
ACUTE	1.0	53	5	41	800	32800
