word	k	n	len	missesAfterLastFind	pts	forgone
RUDIS	2.0	46	5	23	800	18400
OOSES	1.0	83	5	23	800	18400
NEEM	1.0	195	4	46	400	18400
SUID	2.0	110	4	46	400	18400
LUNET	2.0	67	5	23	800	18400
MOSEY	1.0	31	5	23	800	18400
COPAL	1.0	28	5	23	800	18400
GLEET	1.0	49	5	23	800	18400
MASA	2.0	139	4	46	400	18400
AIDA	1.0	223	4	46	400	18400
CLEMS	1.0	30	5	23	800	18400
ANNA	2.0	78	4	46	400	18400
AMAH	1.0	73	4	46	400	18400
CODON	1.0	27	5	23	800	18400
CROTON	1.0	20	6	13	1400	18200
NACRED	1.0	52	6	13	1400	18200
GALLET	1.0	17	6	13	1400	18200
AIRTED	1.0	183	6	13	1400	18200
LISPED	1.0	17	6	13	1400	18200
ENCODE	1.0	16	6	13	1400	18200
ESTROS	1.0	165	6	13	1400	18200
UNDATE	1.0	28	6	13	1400	18200
TORSOS	1.0	17	6	13	1400	18200
HARMER	1.0	20	6	13	1400	18200
PULERS	1.0	17	6	13	1400	18200
TITLED	2.0	33	6	13	1400	18200
EMAILS	2.0	44	6	13	1400	18200
READDS	2.0	23	6	13	1400	18200
TALLET	1.0	37	6	13	1400	18200
BRONDE	1.0	26	6	13	1400	18200
TANGAS	2.0	33	6	13	1400	18200
REVIED	1.0	24	6	13	1400	18200
REVOLT	1.0	17	6	13	1400	18200
POTING	2.0	23	6	13	1400	18200
GUSTED	2.0	18	6	13	1400	18200
TONGUE	1.0	16	6	13	1400	18200
CAPLES	2.0	17	6	13	1400	18200
DEPOSE	1.0	28	6	13	1400	18200
SPINAS	1.0	19	6	13	1400	18200
SPOOTS	1.0	16	6	13	1400	18200
REGIES	1.0	41	6	13	1400	18200
GLINTS	1.0	33	6	13	1400	18200
PIONED	1.0	27	6	13	1400	18200
MORTAR	2.0	31	6	13	1400	18200
FRIGES	1.0	15	6	13	1400	18200
HENNER	1.0	17	6	13	1400	18200
STREEK	1.0	16	6	13	1400	18200
CREATINES	2.0	15	7	7	2600	18200
PINNET	2.0	23	6	13	1400	18200
CREASY	1.0	15	6	13	1400	18200
ARMORS	1.0	18	6	13	1400	18200
CORRIE	1.0	24	6	13	1400	18200
FERRET	1.0	20	6	13	1400	18200
TIEING	2.0	38	6	13	1400	18200
DISSENT	1.0	18	7	10	1800	18000
SPEIRED	2.0	13	7	10	1800	18000
HARMINE	1.0	15	7	10	1800	18000
STOWRES	1.0	11	7	10	1800	18000
INGATES	2.0	56	7	10	1800	18000
RESOUND	1.0	12	7	10	1800	18000
CARPETS	1.0	19	7	10	1800	18000
UNITERS	1.0	41	7	10	1800	18000
BALLETS	2.0	12	7	10	1800	18000
LANTERN	1.0	32	7	10	1800	18000
EARDING	1.0	22	7	10	1800	18000
SIEGERS	1.0	13	7	10	1800	18000
DASHIER	1.0	18	7	10	1800	18000
RESHAPE	1.0	12	7	10	1800	18000
LAIRING	2.0	16	7	10	1800	18000
PROTEIN	1.0	21	7	10	1800	18000
PSIS	1.0	90	4	45	400	18000
SHOOTIE	2.0	15	7	10	1800	18000
PINENES	1.0	11	7	10	1800	18000
TAMINGS	1.0	11	7	10	1800	18000
REINING	1.0	16	7	10	1800	18000
GOALIES	1.0	12	7	10	1800	18000
LETTRES	1.0	21	7	10	1800	18000
SOLACED	2.0	13	7	10	1800	18000
DESINES	1.0	43	7	10	1800	18000
READIER	1.0	30	7	10	1800	18000
GROINED	2.0	15	7	10	1800	18000
PALATES	1.0	17	7	10	1800	18000
ESTATED	2.0	50	7	10	1800	18000
STILETS	1.0	26	7	10	1800	18000
MOUE	2.0	74	4	45	400	18000
DERANGE	1.0	19	7	10	1800	18000
STANING	1.0	11	7	10	1800	18000
TALLISH	1.0	14	7	10	1800	18000
HAUD	1.0	48	4	45	400	18000
LEIRING	1.0	15	7	10	1800	18000
DIRECTS	1.0	24	7	10	1800	18000
KARN	1.0	61	4	45	400	18000
CORRIES	1.0	18	7	10	1800	18000
RELEARN	1.0	12	7	10	1800	18000
LADLERS	1.0	11	7	10	1800	18000
STARETS	2.0	96	7	10	1800	18000
NTH	2.0	641	3	178	100	17800
PICAS	2.0	32	5	22	800	17600
REMAINED	1.0	11	7	8	2200	17600
STARTLES	2.0	12	7	8	2200	17600
TRUGS	2.0	26	5	22	800	17600
STARTLER	1.0	10	7	8	2200	17600
RANGIEST	1.0	14	7	8	2200	17600
ABUTS	1.0	35	5	22	800	17600
SODAS	1.0	66	5	22	800	17600
MUONS	1.0	32	5	22	800	17600
ASTRINGE	1.0	18	7	8	2200	17600
NERDY	1.0	35	5	22	800	17600
REMAINER	1.0	10	7	8	2200	17600
DEFIS	2.0	49	5	22	800	17600
GLUTS	1.0	30	5	22	800	17600
CAPRI	1.0	39	5	22	800	17600
NOILY	1.0	33	5	22	800	17600
AMIR	2.0	271	4	44	400	17600
PAULS	2.0	29	5	22	800	17600
GENIE	2.0	132	5	22	800	17600
BAIRN	1.0	55	5	22	800	17600
ALOWE	1.0	27	5	22	800	17600
RETINOLS	1.0	19	7	8	2200	17600
IDLED	2.0	50	5	22	800	17600
GEIST	2.0	173	5	22	800	17600
OMBRE	1.0	27	5	22	800	17600
LEUDS	2.0	35	5	22	800	17600
HOORD	1.0	48	5	22	800	17600
OWIE	1.0	84	4	44	400	17600
GREY	1.0	56	4	44	400	17600
CREATINE	2.0	23	7	8	2200	17600
SYNED	1.0	49	5	22	800	17600
DETAINED	2.0	11	7	8	2200	17600
BINER	2.0	75	5	22	800	17600
SEGOS	1.0	41	5	22	800	17600
MACHO	1.0	24	5	22	800	17600
RIVAS	1.0	33	5	22	800	17600
INTRO	2.0	277	5	22	800	17600
LOCOS	1.0	34	5	22	800	17600
NIDED	1.0	66	5	22	800	17600
FRACT	2.0	37	5	22	800	17600
HAREM	2.0	115	5	22	800	17600
TAILLIES	1.0	9	7	8	2200	17600
TOHOS	1.0	67	5	22	800	17600
DEFO	2.0	63	4	43	400	17200
OOH	1.0	308	3	172	100	17200
POCO	1.0	49	4	43	400	17200
KNEE	1.0	44	4	43	400	17200
DUED	2.0	60	4	43	400	17200
NURL	1.0	75	4	43	400	17200
NOUP	1.0	55	4	43	400	17200
DERV	1.0	106	4	43	400	17200
LOTUS	2.0	50	5	21	800	16800
BOARTS	1.0	29	6	12	1400	16800
LIPA	2.0	152	4	42	400	16800
CLINTS	2.0	25	6	12	1400	16800
RADONS	1.0	45	6	12	1400	16800
SHIRRS	1.0	14	6	12	1400	16800
WASTEL	1.0	31	6	12	1400	16800
SNARY	1.0	64	5	21	800	16800
PRIMA	1.0	32	5	21	800	16800
TOHO	1.0	136	4	42	400	16800
TRUING	1.0	19	6	12	1400	16800
NOUSES	2.0	26	6	12	1400	16800
LICIT	1.0	45	5	21	800	16800
ROTANS	1.0	161	6	12	1400	16800
RANDY	1.0	29	5	21	800	16800
SMOLT	1.0	46	5	21	800	16800
LEPRAS	1.0	36	6	12	1400	16800
LATHI	1.0	109	5	21	800	16800
BRIAR	1.0	35	5	21	800	16800
RECHIE	1.0	20	6	12	1400	16800
SALUED	1.0	35	6	12	1400	16800
GRAPH	1.0	33	5	21	800	16800
HODDEN	1.0	14	6	12	1400	16800
GIRTED	1.0	33	6	12	1400	16800
HILLOS	1.0	17	6	12	1400	16800
MOHOS	1.0	33	5	21	800	16800
HERY	2.0	109	4	42	400	16800
HEROIN	1.0	59	6	12	1400	16800
POTTO	1.0	22	5	21	800	16800
DUSTED	2.0	17	6	12	1400	16800
SOFA	2.0	66	4	42	400	16800
VEALES	2.0	17	6	12	1400	16800
BARONS	1.0	26	6	12	1400	16800
FRIARS	1.0	17	6	12	1400	16800
FRISTS	1.0	17	6	12	1400	16800
WALIER	2.0	26	6	12	1400	16800
SAMAN	1.0	59	5	21	800	16800
DREARY	1.0	13	6	12	1400	16800
TRESTS	2.0	112	6	12	1400	16800
HEARTY	2.0	23	6	12	1400	16800
SAIMIN	2.0	25	6	12	1400	16800
YEARNS	2.0	25	6	12	1400	16800
BASSO	2.0	26	5	21	800	16800
SEPAD	1.0	91	5	21	800	16800
CAMEOS	2.0	18	6	12	1400	16800
DICIER	1.0	18	6	12	1400	16800
HAUTER	1.0	33	6	12	1400	16800
BALLET	2.0	15	6	12	1400	16800
TABIS	1.0	53	5	21	800	16800
GRISES	2.0	43	6	12	1400	16800
NOBLES	2.0	26	6	12	1400	16800
SHASH	1.0	25	5	21	800	16800
VINO	2.0	73	4	41	400	16400
ALSO	1.0	398	4	41	400	16400
ALFS	2.0	92	4	41	400	16400
FELINES	1.0	12	7	9	1800	16200
MATTINS	1.0	10	7	9	1800	16200
TERRAIN	1.0	25	7	9	1800	16200
HOSTILE	1.0	22	7	9	1800	16200
CREATOR	1.0	17	7	9	1800	16200
TOADIES	1.0	22	7	9	1800	16200
MATURES	1.0	14	7	9	1800	16200
PEARLIN	2.0	14	7	9	1800	16200
LINNETS	1.0	14	7	9	1800	16200
FEESING	1.0	10	7	9	1800	16200
GINNIER	1.0	10	7	9	1800	16200
CHOOSER	1.0	11	7	9	1800	16200
SITREPS	1.0	17	7	9	1800	16200
SCALDER	1.0	11	7	9	1800	16200
DEVISER	1.0	14	7	9	1800	16200
ORPINES	1.0	18	7	9	1800	16200
HENNIER	1.0	11	7	9	1800	16200
SERRIED	1.0	18	7	9	1800	16200
CARROTS	2.0	17	7	9	1800	16200
WITTERS	1.0	11	7	9	1800	16200
ARCHERS	2.0	14	7	9	1800	16200
MEASLED	1.0	11	7	9	1800	16200
MERLINS	1.0	12	7	9	1800	16200
REBATED	2.0	11	7	9	1800	16200
ELAPSES	1.0	14	7	9	1800	16200
CHANTIE	1.0	16	7	9	1800	16200
DREADER	2.0	13	7	9	1800	16200
SEARCES	1.0	22	7	9	1800	16200
IRONISE	1.0	39	7	9	1800	16200
RERISES	1.0	26	7	9	1800	16200
CANTONS	1.0	11	7	9	1800	16200
SNORING	1.0	11	7	9	1800	16200
WORRIES	1.0	12	7	9	1800	16200
BERRETS	1.0	12	7	9	1800	16200
SHEATHE	1.0	11	7	9	1800	16200
TENDONS	1.0	17	7	9	1800	16200
CARLINE	2.0	17	7	9	1800	16200
MUSTIER	1.0	10	7	9	1800	16200
DILLIES	1.0	11	7	9	1800	16200
CARLINS	1.0	10	7	9	1800	16200
SOLDIER	2.0	20	7	9	1800	16200
DESINED	1.0	22	7	9	1800	16200
COHOS	1.0	34	5	20	800	16000
RIVO	2.0	70	4	40	400	16000
REALM	2.0	112	5	20	800	16000
FRAU	2.0	53	4	40	400	16000
FUSEE	1.0	24	5	20	800	16000
TURMS	1.0	23	5	20	800	16000
RAYAS	1.0	21	5	20	800	16000
BARRO	1.0	27	5	20	800	16000
DISC	1.0	154	4	40	400	16000
GESSE	1.0	34	5	20	800	16000
CLOOT	1.0	23	5	20	800	16000
SAULT	2.0	59	5	20	800	16000
BROND	1.0	41	5	20	800	16000
SWOLE	1.0	21	5	20	800	16000
REFIT	2.0	62	5	20	800	16000
PILEI	1.0	46	5	20	800	16000
HADED	2.0	34	5	20	800	16000
CHESS	2.0	37	5	20	800	16000
PISOS	1.0	27	5	20	800	16000
IMPEL	1.0	30	5	20	800	16000
TABOO	1.0	24	5	20	800	16000
CHEMO	1.0	26	5	20	800	16000
SPALD	1.0	40	5	20	800	16000
DUMAS	1.0	25	5	20	800	16000
LOBI	2.0	62	4	40	400	16000
DUMA	1.0	48	4	40	400	16000
SPELD	1.0	39	5	20	800	16000
YARRS	2.0	32	5	20	800	16000
YOND	2.0	57	4	40	400	16000
ROSY	2.0	116	4	40	400	16000
BHAT	1.0	75	4	39	400	15600
INTERNETS	1.0	8	7	6	2600	15600
SCRY	1.0	43	4	39	400	15600
RETAINERS	2.0	14	7	6	2600	15600
GITTED	1.0	14	6	11	1400	15400
ACTIONER	1.0	14	7	7	2200	15400
CHEMOS	1.0	15	6	11	1400	15400
MARORS	1.0	30	6	11	1400	15400
MURINE	1.0	15	6	11	1400	15400
CHOILS	1.0	14	6	11	1400	15400
PEANUT	1.0	13	6	11	1400	15400
MARRAS	1.0	12	6	11	1400	15400
RAHING	1.0	39	6	11	1400	15400
ALTERNES	1.0	10	7	7	2200	15400
SORNER	2.0	83	6	11	1400	15400
SNAWED	1.0	16	6	11	1400	15400
SILENTER	1.0	19	7	7	2200	15400
CAPOTS	1.0	16	6	11	1400	15400
DEMAND	1.0	32	6	11	1400	15400
DELOPE	1.0	14	6	11	1400	15400
VAINER	2.0	36	6	11	1400	15400
DORRED	2.0	19	6	11	1400	15400
SODDIE	1.0	13	6	11	1400	15400
INTEREST	1.0	40	7	7	2200	15400
SHANTIES	1.0	8	7	7	2200	15400
MELDER	1.0	16	6	11	1400	15400
MIRAGE	1.0	16	6	11	1400	15400
INCELS	1.0	26	6	11	1400	15400
ENLISTED	1.0	10	7	7	2200	15400
CULETS	1.0	17	6	11	1400	15400
HURTER	1.0	16	6	11	1400	15400
HOTTERED	1.0	8	7	7	2200	15400
RADDLE	1.0	14	6	11	1400	15400
MAIGRE	1.0	19	6	11	1400	15400
WROATH	1.0	13	6	11	1400	15400
STREEL	1.0	90	6	11	1400	15400
NOSHED	2.0	29	6	11	1400	15400
PETTIS	2.0	26	6	11	1400	15400
CAGIER	1.0	18	6	11	1400	15400
COOSIN	2.0	17	6	11	1400	15400
CODEIN	1.0	32	6	11	1400	15400
CLOTHS	2.0	21	6	11	1400	15400
PENNER	2.0	17	6	11	1400	15400
TAKINS	1.0	12	6	11	1400	15400
CAMAN	2.0	32	5	19	800	15200
GREYS	1.0	23	5	19	800	15200
CENTU	1.0	43	5	19	800	15200
BETHS	2.0	48	5	19	800	15200
ADDLE	1.0	34	5	19	800	15200
HAIRY	1.0	24	5	19	800	15200
AMICE	1.0	61	5	19	800	15200
PINNA	2.0	28	5	19	800	15200
HORME	2.0	52	5	19	800	15200
REBID	2.0	45	5	19	800	15200
KATI	1.0	70	4	38	400	15200
KATIS	1.0	36	5	19	800	15200
KARNS	1.0	23	5	19	800	15200
LIMOS	2.0	52	5	19	800	15200
BLAH	1.0	68	4	38	400	15200
THUD	1.0	45	4	38	400	15200
CORSO	1.0	70	5	19	800	15200
VIRL	2.0	50	4	37	400	14800
RICY	1.0	43	4	37	400	14800
RENY	1.0	200	4	36	400	14400
BORAL	2.0	62	5	18	800	14400
RELAPSE	2.0	23	7	8	1800	14400
NACHO	2.0	55	5	18	800	14400
TRIFLES	1.0	9	7	8	1800	14400
APING	2.0	55	5	18	800	14400
MOISTEN	2.0	21	7	8	1800	14400
BUNAS	1.0	22	5	18	800	14400
MOERS	2.0	147	5	18	800	14400
WEIDS	2.0	36	5	18	800	14400
BEMA	2.0	85	4	36	400	14400
BALOO	1.0	21	5	18	800	14400
RESILED	1.0	40	7	8	1800	14400
BARDIER	1.0	13	7	8	1800	14400
MILOS	2.0	44	5	18	800	14400
SHERPAS	1.0	11	7	8	1800	14400
REMELTS	2.0	12	7	8	1800	14400
BIRLS	2.0	21	5	18	800	14400
BATTA	1.0	23	5	18	800	14400
REPOSTS	1.0	14	7	8	1800	14400
REPOSES	1.0	12	7	8	1800	14400
REPOSER	2.0	15	7	8	1800	14400
BEAUS	1.0	24	5	18	800	14400
TRESSED	1.0	31	7	8	1800	14400
ESCAPER	2.0	12	7	8	1800	14400
MANAT	2.0	80	5	18	800	14400
CULTI	1.0	22	5	18	800	14400
SECANTS	1.0	14	7	8	1800	14400
DONNEES	1.0	11	7	8	1800	14400
PUNTO	1.0	20	5	18	800	14400
PORAL	1.0	84	5	18	800	14400
DREEING	1.0	15	7	8	1800	14400
IRONING	1.0	10	7	8	1800	14400
CRORE	2.0	69	5	18	800	14400
DONDERS	2.0	13	7	8	1800	14400
TERMING	1.0	17	7	8	1800	14400
HARDENS	2.0	28	7	8	1800	14400
HALOING	1.0	9	7	8	1800	14400
GLAMS	2.0	23	5	18	800	14400
KERNS	1.0	31	5	18	800	14400
COTTIER	1.0	11	7	8	1800	14400
ROSINER	1.0	44	7	8	1800	14400
DOILY	1.0	20	5	18	800	14400
THIO	2.0	184	4	36	400	14400
PEPSI	1.0	28	5	18	800	14400
ROWND	2.0	29	5	18	800	14400
WONNERS	1.0	9	7	8	1800	14400
HASTY	2.0	46	5	18	800	14400
GENTILE	1.0	15	7	8	1800	14400
GADIS	2.0	44	5	18	800	14400
DESSE	2.0	119	5	18	800	14400
PRAO	1.0	179	4	36	400	14400
LARCHEN	1.0	9	7	8	1800	14400
OVELS	2.0	34	5	18	800	14400
GHATS	1.0	55	5	18	800	14400
PROMISE	1.0	9	7	8	1800	14400
DOAB	1.0	52	4	36	400	14400
DOCOS	1.0	29	5	18	800	14400
SEANCES	1.0	11	7	8	1800	14400
CORMS	1.0	32	5	18	800	14400
STIVERS	1.0	10	7	8	1800	14400
STORMER	2.0	15	7	8	1800	14400
TOING	2.0	122	5	18	800	14400
GREATEN	1.0	29	7	8	1800	14400
FERRETS	1.0	13	7	8	1800	14400
SOOLERS	1.0	12	7	8	1800	14400
CANTARS	1.0	19	7	8	1800	14400
LYTES	2.0	67	5	18	800	14400
SPITTEN	2.0	12	7	8	1800	14400
HOYAS	1.0	22	5	18	800	14400
CASSINE	1.0	14	7	8	1800	14400
CENSE	2.0	112	5	18	800	14400
YAHS	2.0	75	4	36	400	14400
WRISTER	1.0	9	7	8	1800	14400
CHARIOT	1.0	10	7	8	1800	14400
LOREL	1.0	108	5	18	800	14400
ORBED	2.0	44	5	18	800	14400
REALTOR	2.0	23	7	8	1800	14400
LOCHS	1.0	27	5	18	800	14400
ENCODER	1.0	11	7	8	1800	14400
SATCHEL	1.0	9	7	8	1800	14400
LISPERS	2.0	16	7	8	1800	14400
BAIRNS	1.0	18	6	10	1400	14000
AWOL	1.0	47	4	35	400	14000
MOHO	1.0	53	4	35	400	14000
FOOTIE	1.0	14	6	10	1400	14000
EMOS	2.0	275	4	35	400	14000
AVOS	1.0	41	4	35	400	14000
SULLEN	1.0	11	6	10	1400	14000
INTROS	1.0	117	6	10	1400	14000
HELPER	1.0	17	6	10	1400	14000
ENAMEL	1.0	39	6	10	1400	14000
HELVED	1.0	11	6	10	1400	14000
SEWARS	1.0	26	6	10	1400	14000
AMICES	1.0	33	6	10	1400	14000
FORGER	1.0	11	6	10	1400	14000
OPINES	2.0	59	6	10	1400	14000
IMPELS	1.0	16	6	10	1400	14000
WHOLES	1.0	13	6	10	1400	14000
HYEN	1.0	82	4	35	400	14000
FLORIN	1.0	24	6	10	1400	14000
ANOW	1.0	96	4	35	400	14000
LAMINA	1.0	31	6	10	1400	14000
GEISTS	1.0	40	6	10	1400	14000
OWLERS	2.0	15	6	10	1400	14000
PARROT	1.0	15	6	10	1400	14000
TIYN	2.0	70	4	35	400	14000
TOASTY	1.0	15	6	10	1400	14000
GUSTIE	1.0	20	6	10	1400	14000
REBELS	1.0	13	6	10	1400	14000
RHIMES	1.0	20	6	10	1400	14000
GOONIE	1.0	13	6	10	1400	14000
SINGLY	2.0	16	6	10	1400	14000
RECUTS	2.0	26	6	10	1400	14000
TROUCH	1.0	11	6	10	1400	14000
REDEAR	1.0	70	6	10	1400	14000
TROAKS	1.0	14	6	10	1400	14000
TRASHY	1.0	24	6	10	1400	14000
CAIRDS	1.0	31	6	10	1400	14000
CABLED	1.0	11	6	10	1400	14000
TEDDIE	1.0	18	6	10	1400	14000
LEVINS	1.0	12	6	10	1400	14000
LEPERS	1.0	22	6	10	1400	14000
TELLAR	2.0	55	6	10	1400	14000
BENTOS	2.0	23	6	10	1400	14000
BERG	2.0	70	4	35	400	14000
WONNER	1.0	12	6	10	1400	14000
DERMAS	2.0	53	6	10	1400	14000
DEMAST	1.0	61	6	10	1400	14000
MOUSIE	2.0	14	6	10	1400	14000
DELF	1.0	85	4	35	400	14000
DECENT	1.0	15	6	10	1400	14000
STROWN	2.0	20	6	10	1400	14000
SMEARY	1.0	17	6	10	1400	14000
PUSLES	2.0	12	6	10	1400	14000
CUTINS	1.0	20	6	10	1400	14000
LENGER	1.0	27	6	10	1400	14000
SPUES	1.0	30	5	17	800	13600
HESPS	1.0	25	5	17	800	13600
GNAWS	2.0	25	5	17	800	13600
AUGH	1.0	41	4	34	400	13600
GORP	1.0	60	4	34	400	13600
YARNS	2.0	40	5	17	800	13600
PACAS	1.0	29	5	17	800	13600
FRAUS	1.0	20	5	17	800	13600
FLOOR	1.0	21	5	17	800	13600
BARNY	1.0	19	5	17	800	13600
VIRLS	1.0	24	5	17	800	13600
DISCO	1.0	55	5	17	800	13600
PREON	1.0	104	5	17	800	13600
DERRY	1.0	28	5	17	800	13600
ROWEL	2.0	35	5	17	800	13600
MENUS	2.0	44	5	17	800	13600
MEGA	2.0	93	4	34	400	13600
RABIC	1.0	21	5	17	800	13600
CLUES	1.0	28	5	17	800	13600
SKENS	1.0	18	5	17	800	13600
BOLAR	1.0	38	5	17	800	13600
TOGED	2.0	44	5	17	800	13600
CINCH	2.0	24	5	17	800	13600
CHIRR	1.0	21	5	17	800	13600
BOURN	1.0	19	5	17	800	13600
LUCRE	1.0	34	5	17	800	13600
REFEL	1.0	22	5	17	800	13600
BASIL	1.0	57	5	17	800	13600
TEMSE	1.0	141	5	17	800	13600
TARRY	2.0	35	5	17	800	13600
SWEIR	1.0	73	5	17	800	13600
ENEWS	1.0	49	5	17	800	13600
SOHUR	1.0	31	5	17	800	13600
ECU	1.0	280	3	134	100	13400
HEWN	2.0	49	4	33	400	13200
REGAINER	1.0	7	7	6	2200	13200
EPIC	1.0	98	4	33	400	13200
RESTORES	1.0	21	7	6	2200	13200
REALIGNS	1.0	9	7	6	2200	13200
ENEW	2.0	98	4	33	400	13200
PACA	2.0	60	4	33	400	13200
REMASTER	1.0	14	7	6	2200	13200
MEALIEST	1.0	14	7	6	2200	13200
RESISTER	1.0	14	7	6	2200	13200
CRANNIES	2.0	9	7	6	2200	13200
DILLIEST	1.0	7	7	6	2200	13200
SERINGAS	2.0	13	7	6	2200	13200
TRENDIER	1.0	12	7	6	2200	13200
SNOOTIER	2.0	10	7	6	2200	13200
EARNINGS	1.0	7	7	6	2200	13200
KISH	1.0	39	4	33	400	13200
HASTENER	2.0	19	7	6	2200	13200
RETILING	1.0	8	7	6	2200	13200
STENTING	1.0	8	7	6	2200	13200
SNY	2.0	261	3	131	100	13100
STRANGLER	1.0	6	7	5	2600	13000
INTERNIST	1.0	9	7	5	2600	13000
OPINE	2.0	108	5	16	800	12800
PRAOS	1.0	90	5	16	800	12800
NENES	2.0	155	5	16	800	12800
RECAP	2.0	77	5	16	800	12800
PHISH	1.0	21	5	16	800	12800
OLMS	1.0	98	4	32	400	12800
RIBAS	2.0	44	5	16	800	12800
PIPAS	1.0	20	5	16	800	12800
MINY	2.0	57	4	32	400	12800
GLOP	1.0	33	4	32	400	12800
WANLE	2.0	24	5	16	800	12800
BOLOS	2.0	24	5	16	800	12800
FILAR	1.0	58	5	16	800	12800
MERER	1.0	73	5	16	800	12800
DAKER	1.0	24	5	16	800	12800
MAROR	1.0	52	5	16	800	12800
MARLY	2.0	18	5	16	800	12800
ALONG	1.0	59	5	16	800	12800
MANNA	1.0	26	5	16	800	12800
FAUR	1.0	42	4	32	400	12800
FARCI	1.0	24	5	16	800	12800
WEEMS	1.0	21	5	16	800	12800
TREKS	2.0	42	5	16	800	12800
WRIER	1.0	34	5	16	800	12800
TUBAS	1.0	23	5	16	800	12800
DEMIT	1.0	111	5	16	800	12800
SWEDE	1.0	35	5	16	800	12800
LOAST	2.0	182	5	16	800	12800
EVET	2.0	66	4	32	400	12800
TUBAE	1.0	26	5	16	800	12800
DUCAT	1.0	23	5	16	800	12800
TANGY	1.0	20	5	16	800	12800
FLOES	1.0	46	5	16	800	12800
DADO	1.0	58	4	32	400	12800
MOBLE	1.0	17	5	16	800	12800
MIRY	2.0	49	4	32	400	12800
SPAED	2.0	100	5	16	800	12800
COLON	1.0	42	5	16	800	12800
CLAUT	1.0	20	5	16	800	12800
AIDAS	1.0	99	5	16	800	12800
SHALY	1.0	28	5	16	800	12800
FRAMES	2.0	14	6	9	1400	12600
WRANGS	1.0	12	6	9	1400	12600
REMATCH	1.0	8	7	7	1800	12600
SOBERED	1.0	8	7	7	1800	12600
FACETE	1.0	14	6	9	1400	12600
GAMINS	1.0	20	6	9	1400	12600
WORSING	1.0	8	7	7	1800	12600
FADIER	2.0	18	6	9	1400	12600
SPAILS	2.0	15	6	9	1400	12600
GAMETE	1.0	14	6	9	1400	12600
FAITHS	1.0	13	6	9	1400	12600
SPAHIS	1.0	17	6	9	1400	12600
HADDEN	1.0	15	6	9	1400	12600
PEANUTS	1.0	8	7	7	1800	12600
SALONS	1.0	39	6	9	1400	12600
FASTIES	2.0	22	7	7	1800	12600
SALICES	1.0	8	7	7	1800	12600
GENIES	2.0	61	6	9	1400	12600
GLANDES	1.0	10	7	7	1800	12600
ELOPER	2.0	25	6	9	1400	12600
SCREENS	2.0	12	7	7	1800	12600
ELICIT	1.0	28	6	9	1400	12600
BOULES	2.0	12	6	9	1400	12600
EARTHED	2.0	15	7	7	1800	12600
WELTED	2.0	15	6	9	1400	12600
LANKER	1.0	11	6	9	1400	12600
STASHIE	1.0	15	7	7	1800	12600
RUTTIER	1.0	10	7	7	1800	12600
DOODIES	1.0	8	7	7	1800	12600
SUNDERS	2.0	11	7	7	1800	12600
GABLES	2.0	14	6	9	1400	12600
HARPIN	2.0	15	6	9	1400	12600
WRISTS	2.0	14	6	9	1400	12600
HECTARE	1.0	15	7	7	1800	12600
STOUTH	1.0	16	6	9	1400	12600
PHAROS	1.0	21	6	9	1400	12600
PERMIES	1.0	10	7	7	1800	12600
HEIRING	2.0	11	7	7	1800	12600
PERMIE	1.0	16	6	9	1400	12600
YEASTY	1.0	10	6	9	1400	12600
SANDAL	1.0	17	6	9	1400	12600
PINNAE	1.0	12	6	9	1400	12600
HENNERS	1.0	9	7	7	1800	12600
HEROINS	1.0	28	7	7	1800	12600
RELATA	1.0	103	6	9	1400	12600
SOOTIER	1.0	26	7	7	1800	12600
BATTIER	2.0	10	7	7	1800	12600
BATTEN	2.0	18	6	9	1400	12600
SCARPER	1.0	11	7	7	1800	12600
SOONERS	2.0	24	7	7	1800	12600
SLOTHED	1.0	12	7	7	1800	12600
SOLOING	1.0	9	7	7	1800	12600
HOOLIE	1.0	23	6	9	1400	12600
HOORDS	1.0	18	6	9	1400	12600
HORDING	1.0	11	7	7	1800	12600
STUPED	2.0	11	6	9	1400	12600
SOLLERS	1.0	11	7	7	1800	12600
HOUNDER	2.0	9	7	7	1800	12600
PIONEER	1.0	12	7	7	1800	12600
STORMED	2.0	14	7	7	1800	12600
POTTOS	1.0	10	6	9	1400	12600
CHIRLS	1.0	11	6	9	1400	12600
SMITTEN	1.0	8	7	7	1800	12600
SIGHED	1.0	12	6	9	1400	12600
RECODES	2.0	9	7	7	1800	12600
MOSSIER	2.0	12	7	7	1800	12600
DEARIE	2.0	135	6	9	1400	12600
COHOST	1.0	16	6	9	1400	12600
RECLAIM	2.0	9	7	7	1800	12600
DEADEN	1.0	28	6	9	1400	12600
TELLINS	1.0	19	7	7	1800	12600
CEDERS	2.0	38	6	9	1400	12600
MANEHS	1.0	52	6	9	1400	12600
DANNIES	1.0	18	7	7	1800	12600
CAMANS	2.0	17	6	9	1400	12600
MARLINS	2.0	12	7	7	1800	12600
COLONS	1.0	23	6	9	1400	12600
MASHIE	1.0	16	6	9	1400	12600
REEFING	2.0	10	7	7	1800	12600
NATTILY	1.0	8	7	7	1800	12600
CUITER	1.0	36	6	9	1400	12600
CRONET	2.0	68	6	9	1400	12600
SHRIEK	1.0	12	6	9	1400	12600
CONINS	2.0	25	6	9	1400	12600
TOWIER	1.0	19	6	9	1400	12600
CREACH	1.0	24	6	9	1400	12600
