word	rank	track	len	pts	hook	hookClass	hookRank	hookOwned	myRate	fieldRate	topQRate	nTopQ	achievable	rateGap	presPerGame	nCur	expectedGain	expectedGainShrunk	belief	status	findability	findabilityScore	freeShare	pathCount	vowelInitial	pAppear_4x4_casual	pAppear_4x4_goodCasual	pAppear_4x4_spam	pAppear_5x5_casual	pAppear_5x5_goodCasual	pAppear_5x5_spam
HOLED	1782	par	5	800	OLED	additive	630	6	0.31707	0.3945	0.37838	37	0.37838	0.061305	0.014311	41	0.70185	0.54515	0.4366	learning	findable	0.57498	0.4878	1.3415	False	0.00847	0.008878	0.007645	0.019421	0.024692	0.028376
GRAIN	1783	par	5	800	RAIN	additive	90	19	0.24528	0.29878	0.29268	41	0.29268	0.0474	0.018499	53	0.70149	0.59607	0.36532	learning	findable	0.67002	0.83019	1.2075	False	0.011169	0.014209	0.02424	0.020063	0.029809	0.040947
ROOT	1784	par	4	400	ROO	additive	365	24	0.55396	0.57163	0.59	100	0.59	0.036043	0.048517	139	0.69948	0.40629	0.70154	known	findable	0.90359	0.78417	1.5396	False	0.035918	0.03976	0.0388	0.049158	0.058424	0.062032
PEANS	1785	par	5	800	EANS	additive	624	11	0.46032	0.40303	0.5	54	0.5	0.039683	0.02199	63	0.69808	0.42724	0.60789	learning	findable	0.67576	0.84127	1.2063	False	0.01132	0.014701	0.02316	0.017278	0.023383	0.029371
ABER	1786	alpha	4	400	ABE	additive	284	18	0.0083333	0.031065	0.05	100	0.05	0.041667	0.041885	120	0.69808	0.78428	0.020957	unknown	findable	0.40948	0	1.3667	True	0.025113	0.028498	0.034235	0.036918	0.044014	0.046758
SIPS	1787	par	4	400	IPS	additive	392	5	0.14286	0.19345	0.2449	49	0.2449	0.10204	0.017103	49	0.69808	0.669	0.20371	unknown	hard to see	0.27544	0.2449	1.102	False	0.014257	0.016078	0.01895	0.021141	0.023782	0.025719
PALIS	1788	par	5	800	LIS	additive	397	27	0.10256	0.12602	0.16667	36	0.16667	0.064103	0.013613	39	0.69808	0.70656	0.15837	unknown	findable	0.67629	0.84615	1.2051	False	0.007609	0.009515	0.015555	0.01404	0.02042	0.02823
SHIP	1789	par	4	400	IPS	cellmate	392	5	0.2	0.31338	0.3	40	0.3	0.1	0.017452	50	0.69808	0.62817	0.27254	unknown	findable	0.35094	0.2	1.24	False	0.012085	0.011741	0.010125	0.028841	0.029587	0.029887
VOTE	1790	par	4	400	VET	cellmate	551	3	0.30952	0.38095	0.42857	42	0.42857	0.11905	0.01466	42	0.69808	0.57791	0.40411	learning	findable	0.32169	0	1.2857	False	0.011066	0.010654	0.008825	0.021058	0.020958	0.021026
EARL	1791	par	4	400	AER	cellmate	153	18	0.18222	0.17631	0.20442	181	0.20442	0.022198	0.078534	225	0.69731	0.6859	0.24897	unknown	findable	0.60471	0.51111	1.3556	True	0.057704	0.070275	0.097015	0.080607	0.10578	0.12557
SONERI	1792	alpha	6	1400	ONER	additive	517	18	0	0.0092593	0.018519	54	0.018519	0.018519	0.026876	77	0.69679	0.92998	0.011312	unknown	findable	0.70227	0.7013	1.3247	False	0.011953	0.018625	0.03737	0.018737	0.032763	0.049612
AGNISE	1793	alpha	6	1400	NIS	additive	656	16	0	0.0036765	0.030303	33	0.030303	0.030303	0.016405	47	0.69596	0.90626	0.017928	unknown	findable	0.54514	0.12766	1.4894	True	0.007698	0.010822	0.021805	0.012241	0.020736	0.031905
RATAL	1794	alpha	5	800	ATA	additive	519	0	0.017544	0.029703	0.061224	49	0.061224	0.043681	0.019895	57	0.69523	0.79245	0.040644	unknown	findable	0.5209	0.70175	1.2982	False	0.013023	0.017177	0.03196	0.020159	0.030913	0.043586
HELOT	1795	alpha	5	800	HEL	additive	379	9	0	0.011719	0.044444	45	0.044444	0.044444	0.019546	56	0.69498	0.8134	0.014367	unknown	findable	0.47309	0.51786	1.2321	False	0.011988	0.01247	0.01011	0.024518	0.028522	0.030175
SHIM	1796	par	4	400	HIM	additive	534	2	0.18033	0.26948	0.2619	42	0.2619	0.081577	0.021291	61	0.69476	0.64073	0.24131	unknown	findable	0.3286	0.2623	1.1967	False	0.013148	0.012297	0.00902	0.033462	0.032996	0.031538
STEME	1797	par	5	800	TEM	additive	592	10	0.18605	0.14341	0.2439	41	0.2439	0.057856	0.015009	43	0.69468	0.64546	0.24092	unknown	findable	0.64626	0.4186	1.4884	False	0.012004	0.015848	0.022145	0.014064	0.019357	0.023712
RETEM	1798	alpha	5	800	TEM	additive	592	10	0.014706	0.015957	0.051282	39	0.051282	0.036576	0.023735	68	0.6945	0.85055	0.031583	unknown	findable	0.72387	0.69118	1.3529	False	0.014452	0.01931	0.034835	0.018297	0.027328	0.038501
ABERS	1799	alpha	5	800	ABE	additive	284	18	0	0.035461	0.054054	37	0.054054	0.054054	0.016056	46	0.69431	0.80275	0.016097	unknown	findable	0.50865	0.043478	1.4565	True	0.010223	0.013312	0.019645	0.014583	0.020173	0.02371
HELP	1800	alpha	4	400	HEL	additive	379	9	0	0.079832	0.10811	37	0.10811	0.10811	0.016056	46	0.69431	0.7427	0.022604	unknown	hard to see	0.21341	0	1.1739	False	0.009401	0.008931	0.007975	0.02235	0.023185	0.02306
GIRNS	1801	alpha	5	800	RNS	additive	182	17	0	0.049451	0.085714	35	0.085714	0.085714	0.010122	29	0.69409	0.74766	0.028442	unknown	hard to see	0.27194	0	1.2414	False	0.007114	0.008581	0.01225	0.013338	0.017524	0.021337
FIARS	1802	alpha	5	800	IARS	additive	498	4	0	0.076531	0.060606	33	0.060606	0.060606	0.014311	41	0.69385	0.79565	0.01789	unknown	findable	0.55681	0.39024	1.3659	False	0.006601	0.00799	0.01087	0.013407	0.017154	0.019067
FAROS	1803	alpha	5	800	ROS	additive	253	32	0.027778	0.053571	0.096774	31	0.096774	0.068996	0.012565	36	0.69358	0.75904	0.0537	unknown	findable	0.86281	0.83333	1.3889	False	0.006728	0.007717	0.008615	0.014461	0.01808	0.01985
TORAH	1804	alpha	5	800	RAH	additive	614	1	0	0.011062	0.034483	58	0.034483	0.034483	0.025131	72	0.69327	0.82186	0.011785	unknown	findable	0.61661	0.65278	1.4444	False	0.017566	0.020744	0.02591	0.035726	0.048229	0.059163
FEAT	1805	par	4	400	FAT	cellmate	496	7	0.2766	0.41155	0.32941	85	0.32941	0.052816	0.03281	94	0.69315	0.61134	0.38238	learning	findable	0.56652	0.60638	1.266	False	0.026094	0.027382	0.028285	0.042369	0.043615	0.043847
SCRAN	1806	alpha	5	800	SCRA	additive	541	10	0.019608	0.044379	0.068182	44	0.068182	0.048574	0.017801	51	0.69173	0.78228	0.041754	unknown	findable	0.75247	0.64706	1.4314	False	0.00998	0.012932	0.02066	0.019639	0.027768	0.035251
COMS	1807	par	4	400	OMS	additive	413	7	0.13559	0.20979	0.21951	41	0.21951	0.083919	0.020593	59	0.69127	0.66816	0.18795	unknown	hard to see	0.22986	0.050847	1.1356	False	0.009884	0.009671	0.008065	0.024232	0.025131	0.026009
LENGS	1808	alpha	5	800	ENG	additive	681	9	0	0.090909	0.075	40	0.075	0.075	0.011518	33	0.6911	0.75119	0.024622	unknown	hard to see	0.27366	0.030303	1.2121	False	0.007298	0.008811	0.012125	0.013187	0.017675	0.022703
DART	1809	par	4	400	DRA	cellmate	491	11	0.36216	0.38088	0.38889	162	0.38889	0.026727	0.064572	185	0.69032	0.56796	0.49301	learning	findable	0.40332	0.28649	1.2649	False	0.048374	0.061474	0.10082	0.078304	0.10556	0.13259
HERD	1810	par	4	400	ERD	additive	718	3	0.11585	0.15344	0.14599	137	0.14599	0.030132	0.057243	164	0.68993	0.71602	0.16075	unknown	findable	0.40168	0.31098	1.2561	False	0.035263	0.039991	0.04425	0.065637	0.080836	0.091195
NOME	1811	par	4	400	OME	additive	196	19	0.30303	0.29966	0.35294	85	0.35294	0.049911	0.034555	99	0.68987	0.58944	0.41512	learning	findable	0.55676	0.39394	1.3636	False	0.029337	0.029779	0.02808	0.053249	0.05895	0.06281
THEW	1812	alpha	4	400	THE	additive	318	36	0.066667	0.083333	0.17647	34	0.17647	0.1098	0.015707	45	0.68987	0.69679	0.10199	unknown	findable	0.38684	0.44444	1.1778	False	0.011685	0.009917	0.005865	0.026316	0.022184	0.018068
RAMIE	1813	alpha	5	800	AMIE	additive	570	4	0.081967	0.076733	0.12245	49	0.12245	0.040482	0.021291	61	0.68953	0.73892	0.13182	unknown	findable	0.62048	0.63934	1.2951	False	0.01404	0.01797	0.030245	0.022297	0.031722	0.041006
YEAS	1814	par	4	400	AYE	cellmate	589	8	0.090909	0.10545	0.1358	81	0.1358	0.044893	0.038394	110	0.68946	0.72568	0.12775	unknown	findable	0.54404	0.54545	1.2818	False	0.024291	0.026104	0.025015	0.03705	0.039436	0.037691
RESTEM	1815	alpha	6	1400	REST	additive	114	56	0	0.012097	0.03125	32	0.03125	0.03125	0.015707	45	0.68717	0.89306	0.015965	unknown	findable	0.61241	0.73333	1.2222	False	0.006615	0.010879	0.025995	0.008494	0.016303	0.026769
PEEL	1816	par	4	400	PEE	additive	553	4	0.33333	0.36047	0.45946	37	0.45946	0.12613	0.013613	39	0.68676	0.54551	0.42102	learning	findable	0.77637	0.71795	1.3846	False	0.012502	0.013683	0.01468	0.016296	0.017554	0.017377
MELA	1817	par	4	400	MEA	cellmate	122	30	0.091549	0.10462	0.12613	111	0.12613	0.034577	0.049564	142	0.6855	0.72656	0.13088	unknown	findable	0.54607	0.34507	1.3732	False	0.029655	0.033865	0.04226	0.047973	0.060795	0.071453
ORANG	1818	alpha	5	800	RANG	additive	461	11	0	0.032051	0.045455	44	0.045455	0.045455	0.018848	54	0.68539	0.80114	0.017405	unknown	findable	0.67119	0.75926	1.2593	True	0.009935	0.012541	0.020045	0.020122	0.031052	0.042945
HEID	1819	alpha	4	400	EID	additive	470	5	0.0080645	0.03125	0.047619	105	0.047619	0.039555	0.043281	124	0.68478	0.77124	0.019772	unknown	hard to see	0.22208	0	1.1855	False	0.030666	0.030802	0.0282	0.058777	0.064613	0.068693
PATES	1820	par	5	800	ATES	additive	19	82	0.67925	0.64526	0.70238	84	0.70238	0.023136	0.036998	106	0.68478	0.19956	0.87739	known	findable	0.88431	0.90566	1.3774	False	0.019543	0.028663	0.062605	0.025629	0.04301	0.066197
ROSIER	1821	par	6	1400	ROS	additive	253	32	0.14286	0.14336	0.17143	35	0.17143	0.028571	0.017103	49	0.68412	0.69125	0.24921	unknown	hard to see	0.18215	0	1.102	False	0.008921	0.012614	0.02288	0.012142	0.021126	0.032148
ATTIRE	1822	alpha	6	1400	ATT	additive	510	63	0.027778	0.082734	0.066667	30	0.066667	0.038889	0.012565	36	0.68412	0.81639	0.060244	unknown	findable	0.79502	0.61111	1.7778	True	0.009199	0.0127	0.025745	0.011026	0.017613	0.025769
CRAB	1823	par	4	400	CAR	cellmate	110	70	0.13725	0.17857	0.23333	30	0.23333	0.096078	0.017801	51	0.68412	0.64635	0.19413	unknown	hard to see	0.21478	0	1.1765	False	0.008081	0.008785	0.0103	0.017618	0.020565	0.022135
BALL	1824	par	4	400	ALL	additive	1880	72	0.56757	0.74747	0.7	30	0.7	0.13243	0.012914	37	0.68412	0.37959	0.75943	known	findable	0.88148	0.75676	1.5405	False	0.006458	0.006766	0.00708	0.011314	0.012943	0.014319
TANGS	1825	par	5	800	ANGS	additive	1467	16	0.56604	0.49333	0.61224	49	0.61224	0.046207	0.018499	53	0.68383	0.34691	0.79246	known	findable	0.72923	0.77358	1.3019	False	0.010769	0.013431	0.021345	0.018915	0.026655	0.035034
CERATE	1826	alpha	6	1400	CERAT	additive	573	2	0.046512	0.044304	0.078947	38	0.078947	0.032436	0.015009	43	0.68155	0.79394	0.087977	unknown	findable	0.56593	0.76744	1.093	False	0.008235	0.012963	0.034845	0.00993	0.018919	0.032893
MELAS	1827	alpha	5	800	LAS	additive	271	54	0.080645	0.095109	0.12	50	0.12	0.039355	0.02164	62	0.68133	0.73275	0.12201	unknown	findable	0.82182	0.70968	1.4677	False	0.011881	0.015671	0.024145	0.018631	0.027206	0.034436
INNS	1828	alpha	4	400	INN	additive	386	9	0.007874	0.03211	0.046296	108	0.046296	0.038422	0.044328	127	0.68127	0.76827	0.019246	unknown	findable	0.55068	0.023622	1.7165	True	0.028854	0.031896	0.03363	0.041153	0.047501	0.051808
SHOLA	1829	alpha	5	800	SHO	additive	411	22	0	0.015306	0.0625	32	0.0625	0.0625	0.013613	39	0.68063	0.77864	0.020999	unknown	findable	0.40602	0.38462	1.2308	False	0.009083	0.009674	0.00786	0.020985	0.024448	0.02546
MESTO	1830	alpha	5	800	MEST	additive	538	3	0	0.0181	0.03125	64	0.03125	0.03125	0.027225	78	0.68063	0.81027	0.0097967	unknown	findable	0.59227	0.4359	1.3846	False	0.016904	0.021693	0.029115	0.026899	0.039293	0.050922
FEER	1831	par	4	400	FRE	cellmate	458	2	0.40678	0.40937	0.48936	47	0.48936	0.082582	0.020593	59	0.68026	0.48969	0.51138	learning	findable	0.7926	0.66102	1.4915	False	0.016973	0.018175	0.01651	0.021752	0.022316	0.020334
AUNT	1832	par	4	400	TUN	cellmate	133	2	0.21649	0.18467	0.26667	75	0.26667	0.050172	0.033857	97	0.67946	0.6263	0.29028	unknown	hard to see	0.30225	0	1.268	True	0.024045	0.023424	0.02141	0.048808	0.051334	0.052606
ESILE	1833	alpha	5	800	SILE	additive	56	5	0	0.0074074	0.020619	97	0.020619	0.020619	0.041187	118	0.67937	0.8201	0.0068515	unknown	findable	0.33437	0.39831	1.1102	True	0.028583	0.03827	0.062585	0.028965	0.045742	0.063966
SHARED	1834	par	6	1400	SHA	additive	357	28	0.575	0.51838	0.60976	41	0.60976	0.034756	0.013962	40	0.67935	0.24699	0.8104	known	findable	0.70148	0.925	1.2	False	0.006593	0.010244	0.020655	0.012256	0.02204	0.032348
TOLD	1835	par	4	400	OLD	additive	295	4	0.10526	0.14524	0.16923	65	0.16923	0.063968	0.026527	76	0.67875	0.68952	0.14886	unknown	findable	0.42322	0.21053	1.3026	False	0.019859	0.019921	0.016575	0.045718	0.05005	0.051668
DROW	1836	par	4	400	ROW	additive	262	8	0.055556	0.14486	0.19048	42	0.19048	0.13492	0.012565	36	0.67814	0.67673	0.095247	unknown	hard to see	0.31103	0.36111	1.0278	False	0.008958	0.008868	0.00705	0.021846	0.022613	0.021336
LEASE	1837	par	5	800	LEAS	additive	129	21	0.58036	0.55216	0.60204	98	0.60204	0.021684	0.039092	112	0.67814	0.32115	0.7551	known	findable	0.68309	0.89286	1.1875	False	0.026894	0.038352	0.069155	0.024943	0.039624	0.054968
SCOT	1838	par	4	400	COS	cellmate	333	18	0.22609	0.25478	0.26829	82	0.26829	0.042206	0.04014	115	0.67765	0.61857	0.29089	unknown	findable	0.60665	0.61739	1.2957	False	0.027688	0.02943	0.029325	0.050612	0.057398	0.060963
RANGI	1839	par	5	800	ANGI	additive	241	12	0.16393	0.1148	0.2037	54	0.2037	0.039769	0.021291	61	0.6774	0.6563	0.28017	unknown	findable	0.67703	0.68852	1.3115	False	0.012086	0.015495	0.02601	0.021216	0.031569	0.044069
ELITE	1840	alpha	5	800	ELI	additive	236	24	0	0.010582	0.020202	99	0.020202	0.020202	0.041885	120	0.67693	0.8176	0.0071662	unknown	findable	0.51696	0.69167	1.125	True	0.026427	0.034723	0.06095	0.028766	0.044146	0.064082
SPAT	1841	par	4	400	PTS	cellmate	406	5	0.4	0.41201	0.43878	98	0.43878	0.038776	0.04363	125	0.67671	0.50881	0.52467	learning	findable	0.81975	0.888	1.32	False	0.027362	0.033922	0.052745	0.042959	0.055366	0.066723
TIGER	1842	par	5	800	GER	additive	319	67	0.26786	0.31875	0.31111	45	0.31111	0.043254	0.019546	56	0.67636	0.55796	0.41565	learning	findable	0.65564	0.53571	1.3929	False	0.011232	0.013404	0.01921	0.019632	0.026005	0.032633
LODEN	1843	alpha	5	800	DEN	additive	423	32	0	0.036364	0.041667	48	0.041667	0.041667	0.020244	58	0.67481	0.79261	0.014252	unknown	findable	0.56913	0.74138	1.1552	False	0.011631	0.012829	0.012975	0.02267	0.030194	0.035986
ALATES	1844	par	6	1400	ATES	additive	19	82	0.21154	0.13497	0.2381	42	0.2381	0.026557	0.01815	52	0.67481	0.59666	0.33742	unknown	findable	0.99091	0.92308	1.7308	True	0.008856	0.013708	0.030485	0.010199	0.018931	0.030448
SUER	1845	par	4	400	USE	cellmate	348	32	0.1	0.11063	0.13008	123	0.13008	0.030081	0.055846	160	0.67197	0.71114	0.13612	unknown	findable	0.35727	0.1375	1.2625	False	0.041331	0.048309	0.049535	0.061965	0.074624	0.081105
IDEALS	1846	alpha	6	1400	DEA	additive	184	30	0	0.0086207	0.03125	32	0.03125	0.03125	0.015358	44	0.6719	0.87321	0.019105	unknown	findable	0.57234	0.56818	1.2955	True	0.005745	0.008462	0.01632	0.009789	0.016399	0.023883
CASEIN	1847	alpha	6	1400	SEIN	additive	382	0	0.026316	0.030973	0.0625	32	0.0625	0.036184	0.013264	38	0.6719	0.80834	0.062609	unknown	findable	0.58879	0.57895	1.5	False	0.006553	0.008886	0.01593	0.011572	0.019208	0.028616
PAIS	1848	par	4	400	IAS	cellmate	536	3	0.13684	0.19462	0.1875	96	0.1875	0.050658	0.033159	95	0.6719	0.67174	0.19196	unknown	findable	0.45965	0.052632	1.3789	False	0.025197	0.029537	0.042385	0.041272	0.051843	0.062238
RIME	1849	par	4	400	IME	additive	171	32	0.37037	0.40506	0.40594	101	0.40594	0.03557	0.04712	135	0.67043	0.51727	0.50164	learning	findable	0.55588	0.45185	1.3407	False	0.032211	0.037026	0.047465	0.052365	0.064269	0.073908
FARED	1850	par	5	800	FARE	additive	579	5	0.34783	0.35938	0.4	35	0.4	0.052174	0.016056	46	0.67016	0.46506	0.46206	learning	findable	0.84033	0.82609	1.3696	False	0.008167	0.010383	0.01547	0.015288	0.023176	0.029352
TETRAS	1851	alpha	6	1400	TET	additive	345	9	0	0.013298	0.028571	35	0.028571	0.028571	0.016754	48	0.67016	0.87579	0.015373	unknown	findable	0.8264	0.66667	1.625	False	0.010375	0.01699	0.043075	0.010921	0.019653	0.03118
NEWT	1852	alpha	4	400	NEW	additive	495	2	0.033333	0.050595	0.11321	53	0.11321	0.079874	0.020942	60	0.6691	0.71154	0.057751	unknown	findable	0.35128	0.16667	1.25	False	0.015635	0.014394	0.010265	0.030296	0.02763	0.023951
TREATS	1853	par	6	1400	TREA	additive	49	19	0.15476	0.16667	0.17105	76	0.17105	0.016291	0.029319	84	0.66869	0.67494	0.23072	unknown	findable	0.71989	0.79762	1.2738	False	0.015413	0.026699	0.078775	0.015787	0.030207	0.052077
STEM	1854	par	4	400	EMS	cellmate	446	10	0.11215	0.11628	0.1345	171	0.1345	0.022353	0.074695	214	0.66787	0.70294	0.15329	unknown	findable	0.38242	0	1.3411	False	0.049699	0.063392	0.09638	0.068767	0.094697	0.12105
ARCOS	1855	alpha	5	800	COS	additive	333	18	0	0.020833	0.043478	46	0.043478	0.043478	0.019197	55	0.66773	0.78247	0.014591	unknown	findable	0.76653	0.70909	1.3818	True	0.010951	0.01356	0.01882	0.021098	0.028113	0.034285
CHAS	1856	par	4	400	CHA	additive	237	28	0.43878	0.41947	0.4875	80	0.4875	0.048724	0.034206	98	0.66667	0.47582	0.5537	learning	findable	0.71086	0.72449	1.3163	False	0.022867	0.024725	0.026825	0.044802	0.053036	0.058485
REOS	1857	alpha	4	400	ROS	cellmate	253	32	0.01626	0.031061	0.029197	274	0.029197	0.012937	0.1288	369	0.66649	0.78062	0.024425	unknown	findable	0.49476	0.03523	1.4363	False	0.098327	0.12427	0.15177	0.11469	0.15198	0.17448
REAIS	1858	alpha	5	800	EAI	additive	591	3	0	0.0022523	0.011628	172	0.011628	0.011628	0.071553	205	0.66561	0.81313	0.004225	unknown	findable	0.46426	0.078049	1.3756	False	0.040764	0.05849	0.11022	0.048549	0.075816	0.10456
MORSE	1859	par	5	800	RSE	additive	26	75	0.55405	0.55607	0.58621	58	0.58621	0.032153	0.025829	74	0.66438	0.28771	0.71598	known	findable	0.74337	0.7973	1.2973	False	0.015106	0.020266	0.02901	0.02444	0.036198	0.046759
WARS	1860	par	4	400	WAR	additive	288	12	0.29114	0.35853	0.35135	74	0.35135	0.060212	0.027574	79	0.66412	0.57354	0.39648	learning	findable	0.79795	0.78481	1.3544	False	0.01879	0.022419	0.02618	0.03332	0.03942	0.042212
ELAINS	1861	alpha	6	1400	AINS	additive	307	25	0	0.016447	0.025641	39	0.025641	0.025641	0.018499	53	0.66407	0.87314	0.017495	unknown	findable	0.75994	0.60377	1.5094	True	0.009621	0.014207	0.02936	0.015179	0.026018	0.039691
GRADE	1862	par	5	800	GRAD	additive	595	5	0.38095	0.32857	0.4375	32	0.4375	0.056548	0.01466	42	0.66318	0.4254	0.51407	learning	findable	0.73927	0.7381	1.3333	False	0.007981	0.009642	0.01382	0.014191	0.019731	0.02414
ASTERIA	1863	alpha	7	1800	ASTE	additive	12	119	0	0.0075188	0.027027	37	0.027027	0.027027	0.013613	39	0.66223	0.84579	0.023848	unknown	findable	0.32712	0.33333	1.1538	True	0.004978	0.009322	0.03151	0.006211	0.014275	0.028104
NOWS	1864	par	4	400	SOW	cellmate	577	8	0.23256	0.26471	0.34286	35	0.34286	0.1103	0.015009	43	0.66218	0.56856	0.31453	unknown	findable	0.43656	0.32558	1.2791	False	0.011491	0.010633	0.00686	0.026433	0.02451	0.021421
PRATE	1865	par	5	800	PRA	additive	434	26	0.39506	0.44949	0.42424	66	0.42424	0.029181	0.028272	81	0.66	0.44017	0.5616	learning	findable	0.92542	0.88889	1.4444	False	0.015617	0.021977	0.04713	0.023958	0.03755	0.055919
HAERES	1866	alpha	6	1400	AER	additive	153	18	0	0.0027778	0.025	40	0.025	0.025	0.018848	54	0.65969	0.86854	0.01336	unknown	findable	0.5665	0.64815	1.2407	False	0.009204	0.014234	0.030045	0.010836	0.019688	0.030382
RANGS	1867	par	5	800	RANG	additive	461	11	0.55357	0.53161	0.59574	47	0.59574	0.042173	0.019546	56	0.65946	0.30321	0.79272	known	findable	0.74268	0.78571	1.3036	False	0.010152	0.01337	0.02342	0.017929	0.026746	0.036385
TOWN	1868	par	4	400	ONT	cellmate	296	8	0.23684	0.30882	0.36111	36	0.36111	0.12427	0.013264	38	0.6593	0.56918	0.30373	unknown	findable	0.80471	0.68421	1.4737	False	0.010982	0.009369	0.005735	0.026966	0.024254	0.02096
LASES	1869	par	5	800	ASES	additive	169	23	0.58763	0.5515	0.61194	67	0.61194	0.024311	0.033857	97	0.65849	0.2014	0.75613	known	findable	0.81459	0.76289	1.3918	False	0.019677	0.027721	0.047135	0.022638	0.035045	0.04828
SERANG	1870	alpha	6	1400	SERA	additive	71	20	0	0.0031646	0.028571	35	0.028571	0.028571	0.016405	47	0.6562	0.85754	0.016152	unknown	findable	0.82634	0.76596	1.4043	False	0.006838	0.011314	0.030535	0.010489	0.021586	0.037539
MAID	1871	par	4	400	MAI	additive	163	16	0.24719	0.28947	0.3	70	0.3	0.052809	0.031065	89	0.6562	0.58228	0.34045	unknown	findable	0.37888	0.40449	1.191	False	0.016956	0.018348	0.021955	0.036077	0.042863	0.048875
TERSE	1872	par	5	800	RSE	additive	26	75	0.1055	0.10065	0.11628	172	0.11628	0.010774	0.076091	218	0.65587	0.71394	0.14076	unknown	findable	0.43464	0.073394	1.3486	False	0.049553	0.077297	0.17413	0.043148	0.077652	0.11968
MILES	1873	par	5	800	MIL	additive	375	22	0.67606	0.59466	0.70909	55	0.70909	0.033035	0.024782	71	0.65493	0.16035	0.90692	known	findable	0.82237	0.73239	1.4366	False	0.01197	0.015606	0.023915	0.019204	0.029593	0.039221
LOTA	1874	alpha	4	400	OLA	cellmate	509	7	0.032086	0.071429	0.057143	140	0.057143	0.025057	0.065271	187	0.6542	0.74614	0.049244	unknown	findable	0.63902	0.5508	1.3636	False	0.0463	0.051217	0.057315	0.080778	0.099551	0.11523
SAKE	1875	par	4	400	SAK	additive	766	3	0.54286	0.59677	0.67647	34	0.67647	0.13361	0.012216	35	0.65291	0.40707	0.68126	known	findable	0.42691	0.28571	1.2857	False	0.011403	0.012079	0.011115	0.014414	0.014734	0.012902
POSH	1876	par	4	400	SHO	cellmate	411	22	0.26786	0.32895	0.35135	37	0.35135	0.083494	0.019546	56	0.6528	0.53051	0.33733	unknown	findable	0.63381	0.69643	1.2679	False	0.01302	0.013019	0.010485	0.03051	0.032841	0.033097
LAHS	1877	alpha	4	400	LAS	cellmate	271	54	0.038835	0.055394	0.084211	95	0.084211	0.045376	0.035951	103	0.65252	0.71087	0.059863	unknown	findable	0.38031	0.1068	1.2913	False	0.029634	0.032372	0.031935	0.057929	0.067751	0.071298
SERONS	1878	alpha	6	1400	RONS	additive	186	3	0	0.0075	0.019608	51	0.019608	0.019608	0.023735	68	0.65154	0.86759	0.011499	unknown	hard to see	0.29736	0.23529	1.1618	False	0.010157	0.016505	0.03898	0.012871	0.024767	0.039173
MERED	1879	par	5	800	ERED	additive	198	37	0.12	0.15417	0.16667	30	0.16667	0.046667	0.017452	50	0.65154	0.6644	0.17489	unknown	findable	0.61891	0.66	1.28	False	0.0094	0.012484	0.022375	0.01283	0.020814	0.030055
LOBE	1880	par	4	400	LOB	additive	443	8	0.23404	0.28571	0.33333	36	0.33333	0.099291	0.016405	47	0.65154	0.55788	0.30789	unknown	hard to see	0.29207	0.2766	1.1277	False	0.01051	0.009817	0.00727	0.020807	0.019735	0.018245
SIALS	1881	alpha	5	800	SIA	additive	426	8	0.030769	0.048023	0.066667	60	0.066667	0.035897	0.022688	65	0.65154	0.73869	0.053363	unknown	hard to see	0.25215	0.061538	1.1692	False	0.013592	0.017472	0.028245	0.018926	0.026931	0.035019
CORNI	1882	par	5	800	COR	additive	327	26	0.17647	0.19444	0.22222	45	0.22222	0.045752	0.017801	51	0.65154	0.6156	0.2645	unknown	findable	0.84662	0.78431	1.4118	False	0.009458	0.010631	0.015045	0.021188	0.028893	0.037033
HANDER	1883	par	6	1400	NDE	additive	195	61	0.625	0.5989	0.66667	33	0.66667	0.041667	0.011169	32	0.65154	0.1713	0.88314	known	findable	0.62132	0.75	1.2188	False	0.004722	0.006102	0.00875	0.010891	0.016816	0.022557
PREM	1884	par	4	400	REM	additive	394	40	0.041667	0.11475	0.10638	47	0.10638	0.064716	0.025131	72	0.65055	0.71274	0.068906	unknown	findable	0.54649	0.55556	1.2778	False	0.011785	0.013521	0.01667	0.024407	0.030095	0.035247
ISLET	1885	alpha	5	800	ISL	additive	261	8	0	0.0051813	0.018182	110	0.018182	0.018182	0.044677	128	0.64985	0.78699	0.0063815	unknown	findable	0.57122	0.34375	1.4062	True	0.026639	0.035038	0.055135	0.035908	0.053808	0.071637
REDATE	1886	par	6	1400	DAT	additive	415	16	0.27778	0.22384	0.30233	43	0.30233	0.024548	0.018848	54	0.64775	0.48569	0.4053	learning	findable	0.7021	0.87037	1.2222	False	0.009879	0.015591	0.038765	0.011324	0.020627	0.033233
RORIE	1887	alpha	5	800	ORIE	additive	453	3	0	0.02069	0.045455	44	0.045455	0.045455	0.017801	51	0.64731	0.75663	0.016196	unknown	findable	0.44652	0	1.4118	False	0.013926	0.015631	0.01859	0.019863	0.025903	0.031235
HOAR	1888	par	4	400	HOR	cellmate	232	7	0.22222	0.25065	0.25439	114	0.25439	0.032164	0.050262	144	0.64664	0.60199	0.29179	unknown	findable	0.38527	0.47222	1.1528	False	0.035633	0.036553	0.032405	0.072469	0.080945	0.084246
WAIN	1889	par	4	400	WAI	additive	821	2	0.40789	0.43367	0.46875	64	0.46875	0.060855	0.026527	76	0.64572	0.47426	0.52732	learning	findable	0.64424	0.80263	1.1974	False	0.015012	0.015364	0.015175	0.033781	0.036463	0.038162
