word	opportunities	found	missed	rate
RACK	88	84	4	0.9545
MALL	91	87	4	0.956
CORN	214	210	4	0.9813
LEND	135	131	4	0.9704
DANT	89	85	4	0.9551
MAK	87	83	4	0.954
WAP	45	41	4	0.9111
NAW	23	19	4	0.8261
PERT	42	38	4	0.9048
CEE	47	43	4	0.9149
TAPES	33	29	4	0.8788
MATT	362	358	4	0.989
TIP	122	118	4	0.9672
REEL	117	113	4	0.9658
GUE	27	23	4	0.8519
GARE	145	141	4	0.9724
BRO	225	221	4	0.9822
HAY	91	87	4	0.956
MOUS	149	145	4	0.9732
SCAT	142	138	4	0.9718
LOUS	121	117	4	0.9669
PASTER	40	36	4	0.9
CURAT	30	26	4	0.8667
CLON	79	75	4	0.9494
WEEL	31	27	4	0.871
FEE	380	376	4	0.9895
MIND	110	106	4	0.9636
MINER	73	69	4	0.9452
SELLE	42	38	4	0.9048
MIRE	188	184	4	0.9787
PARING	21	17	4	0.8095
PLAN	216	212	4	0.9815
EARNER	22	18	4	0.8182
BATHE	55	51	4	0.9273
RENNE	53	49	4	0.9245
BRAN	145	141	4	0.9724
WAIT	156	152	4	0.9744
FIN	698	694	4	0.9943
NAME	312	308	4	0.9872
HANG	112	108	4	0.9643
HAFT	27	23	4	0.8519
SENS	119	115	4	0.9664
STELL	70	66	4	0.9429
MAND	35	31	4	0.8857
GATER	74	70	4	0.9459
PARSE	100	96	4	0.96
TASER	158	154	4	0.9747
EASERS	59	55	4	0.9322
MAIN	262	258	4	0.9847
TIMES	35	31	4	0.8857
SNOT	83	79	4	0.9518
MUT	348	344	4	0.9885
DOLE	120	116	4	0.9667
TOM	389	385	4	0.9897
SLIME	21	17	4	0.8095
MASE	281	277	4	0.9858
CUR	725	721	4	0.9945
MERI	52	48	4	0.9231
MIL	970	966	4	0.9959
LEW	34	30	4	0.8824
WITE	109	105	4	0.9633
MARE	250	246	4	0.984
HERES	21	17	4	0.8095
SCARE	114	110	4	0.9649
STAIN	242	238	4	0.9835
LEATS	32	28	4	0.875
LAPSE	39	35	4	0.8974
LOB	102	98	4	0.9608
SEATER	71	67	4	0.9437
GAMIN	23	19	4	0.8261
WEEN	32	28	4	0.875
TOO	846	842	4	0.9953
CENS	51	47	4	0.9216
PORTS	38	34	4	0.8947
TAMIN	67	63	4	0.9403
ROOD	32	28	4	0.875
SEAN	183	179	4	0.9781
CITER	88	84	4	0.9545
ROAD	94	90	4	0.9574
PUL	179	175	4	0.9777
MOP	226	222	4	0.9823
PAIRE	79	75	4	0.9494
WEAL	65	61	4	0.9385
RESET	77	73	4	0.9481
SAD	421	417	4	0.9905
YAR	65	61	4	0.9385
COG	35	31	4	0.8857
SAVE	97	93	4	0.9588
MILER	56	52	4	0.9286
TANGI	75	71	4	0.9467
RAPER	36	32	4	0.8889
PAREN	28	24	4	0.8571
CRAN	202	198	4	0.9802
HARM	45	41	4	0.9111
GAST	93	89	4	0.957
NAN	156	152	4	0.9744
RILLE	81	77	4	0.9506
LINK	55	51	4	0.9273
DICE	151	147	4	0.9735
DOPE	138	134	4	0.971
BOAS	89	85	4	0.9551
ARMER	24	20	4	0.8333
GRATIN	21	17	4	0.8095
RIVE	194	190	4	0.9794
MORS	170	166	4	0.9765
LOAN	130	126	4	0.9692
PANT	291	287	4	0.9863
RAYS	64	60	4	0.9375
MOPE	110	106	4	0.9636
ROB	181	177	4	0.9779
SAINE	74	70	4	0.9459
DOER	52	48	4	0.9231
DOTE	467	463	4	0.9914
TEINS	49	45	4	0.9184
ASKER	28	24	4	0.8571
PAINT	57	53	4	0.9298
BAYE	20	16	4	0.8
BRAID	25	21	4	0.84
CORER	32	28	4	0.875
GAN	588	584	4	0.9932
BASTE	151	148	3	0.9801
DERAT	154	151	3	0.9805
STILL	67	64	3	0.9552
HIVER	20	17	3	0.85
LEAM	68	65	3	0.9559
SNARE	94	91	3	0.9681
MOOS	50	47	3	0.94
TOWS	53	50	3	0.9434
ROSES	21	18	3	0.8571
DELT	100	97	3	0.97
NIB	27	24	3	0.8889
DORT	131	128	3	0.9771
HOIS	96	93	3	0.9688
BAE	57	54	3	0.9474
FOR	712	709	3	0.9958
MUTE	110	107	3	0.9727
TITLE	87	84	3	0.9655
FILLE	64	61	3	0.9531
SARI	213	210	3	0.9859
LITH	165	162	3	0.9818
MID	95	92	3	0.9684
GEARE	74	71	3	0.9595
MINT	238	235	3	0.9874
MAINS	24	21	3	0.875
MANG	198	195	3	0.9848
SALTER	59	56	3	0.9492
CRANE	62	59	3	0.9516
ROVE	110	107	3	0.9727
SEER	126	123	3	0.9762
HOAR	121	118	3	0.9752
TOTER	79	76	3	0.962
MOTT	130	127	3	0.9769
CEP	24	21	3	0.875
HAVE	75	72	3	0.96
ROATE	172	169	3	0.9826
HUM	50	47	3	0.94
RAV	387	384	3	0.9922
RELIE	96	93	3	0.9688
TABLE	76	73	3	0.9605
COAST	55	52	3	0.9455
LOWE	84	81	3	0.9643
SNEE	94	91	3	0.9681
LOWER	32	29	3	0.9062
TENDS	25	22	3	0.88
MACE	144	141	3	0.9792
DAE	58	55	3	0.9483
AIMER	37	34	3	0.9189
BEAD	53	50	3	0.9434
LOUSE	61	58	3	0.9508
BORE	220	217	3	0.9864
MEANE	76	73	3	0.9605
DECAN	42	39	3	0.9286
HAIL	127	124	3	0.9764
ROIL	94	91	3	0.9681
MONA	60	57	3	0.95
EASING	107	104	3	0.972
LOVE	86	83	3	0.9651
CAGE	91	88	3	0.967
HILL	100	97	3	0.97
MEER	63	60	3	0.9524
BLIN	45	42	3	0.9333
HAWS	31	28	3	0.9032
SALL	250	247	3	0.988
LEP	55	52	3	0.9455
PHI	27	24	3	0.8889
RATING	65	62	3	0.9538
CUE	71	68	3	0.9577
STAGE	84	81	3	0.9643
RENDS	28	25	3	0.8929
PELL	47	44	3	0.9362
COVE	97	94	3	0.9691
WAKE	27	24	3	0.8889
CARP	63	60	3	0.9524
WON	159	156	3	0.9811
TWIN	53	50	3	0.9434
WOO	212	209	3	0.9858
WOP	21	18	3	0.8571
HOSER	40	37	3	0.925
RICK	47	44	3	0.9362
SOFT	40	37	3	0.925
TRONE	89	86	3	0.9663
LEARS	21	18	3	0.8571
PACER	46	43	3	0.9348
TILER	89	86	3	0.9663
WADE	84	81	3	0.9643
GRIN	57	54	3	0.9474
BILE	102	99	3	0.9706
LOTH	23	20	3	0.8696
RANGE	130	127	3	0.9769
TAD	136	133	3	0.9779
DEI	60	57	3	0.95
PATEN	55	52	3	0.9455
HONES	50	47	3	0.94
FONE	47	44	3	0.9362
TRADE	96	93	3	0.9688
BIND	82	79	3	0.9634
LINN	42	39	3	0.9286
SHIN	234	231	3	0.9872
MOL	804	801	3	0.9963
SABLE	29	26	3	0.8966
BRAIN	27	24	3	0.8889
LARD	76	73	3	0.9605
TITRE	86	83	3	0.9651
TIGER	27	24	3	0.8889
MIC	144	141	3	0.9792
TOLA	129	126	3	0.9767
WARD	55	52	3	0.9455
BATT	168	165	3	0.9821
CHEAT	43	40	3	0.9302
GID	34	31	3	0.9118
SLAT	845	842	3	0.9964
BOS	86	83	3	0.9651
SITH	157	154	3	0.9809
CHANT	50	47	3	0.94
REIST	26	23	3	0.8846
SONNE	82	79	3	0.9634
RETINT	47	44	3	0.9362
DONNE	32	29	3	0.9062
PAW	108	105	3	0.9722
FADE	95	92	3	0.9684
PAIL	57	54	3	0.9474
NAB	71	68	3	0.9577
NEAT	337	334	3	0.9911
TOCK	30	27	3	0.9
TONK	38	35	3	0.9211
REB	172	169	3	0.9826
TOPER	68	65	3	0.9559
RESTER	33	30	3	0.9091
SOARE	147	144	3	0.9796
TROP	91	88	3	0.967
GENE	37	34	3	0.9189
PRATE	167	164	3	0.982
TEAMER	35	32	3	0.9143
PATER	122	119	3	0.9754
FARS	95	92	3	0.9684
GEE	120	117	3	0.975
TORI	65	62	3	0.9538
HIST	60	57	3	0.95
ROBE	55	52	3	0.9455
SARIN	79	76	3	0.962
NEAL	129	126	3	0.9767
GEAR	270	267	3	0.9889
CHINE	36	33	3	0.9167
FAR	1045	1042	3	0.9971
GOON	47	44	3	0.9362
DAINE	33	30	3	0.9091
POSS	81	78	3	0.963
TICH	25	22	3	0.88
BOT	469	466	3	0.9936
RIND	106	103	3	0.9717
HUNT	54	51	3	0.9444
WIS	414	411	3	0.9928
FID	46	43	3	0.9348
SUI	87	84	3	0.9655
DINT	73	70	3	0.9589
CARDI	56	53	3	0.9464
BOI	155	152	3	0.9806
WAGE	37	34	3	0.9189
TOD	124	121	3	0.9758
BOAT	123	120	3	0.9756
POTT	83	80	3	0.9639
LASS	73	70	3	0.9589
TOUT	136	133	3	0.9779
PUS	68	65	3	0.9559
RAILER	35	32	3	0.9143
FEER	33	30	3	0.9091
SOW	168	165	3	0.9821
STEAR	622	619	3	0.9952
BELL	37	34	3	0.9189
RAH	24	21	3	0.875
GAD	153	150	3	0.9804
OILING	28	25	3	0.8929
SAY	93	90	3	0.9677
LAKE	135	132	3	0.9778
SEC	104	101	3	0.9712
SABE	122	119	3	0.9754
KILL	20	17	3	0.85
RISEN	34	31	3	0.9118
TETE	45	42	3	0.9333
LOPES	27	24	3	0.8889
VEST	39	36	3	0.9231
TENDER	29	26	3	0.8966
RESITE	95	92	3	0.9684
RAPPE	21	18	3	0.8571
VIS	104	101	3	0.9712
COUR	154	151	3	0.9805
SENE	61	58	3	0.9508
CLINE	24	21	3	0.875
GINGE	45	42	3	0.9333
SIRI	40	37	3	0.925
DUN	360	357	3	0.9917
GRAN	141	138	3	0.9787
SERR	156	153	3	0.9808
SAGE	120	117	3	0.975
LONGE	55	52	3	0.9455
BENE	40	37	3	0.925
AWE	60	57	3	0.95
CERE	109	106	3	0.9725
FOE	63	60	3	0.9524
FAINE	32	29	3	0.9062
DONE	264	261	3	0.9886
MALT	83	80	3	0.9639
TAKER	54	51	3	0.9444
TAK	301	298	3	0.99
KIP	21	18	3	0.8571
SNORE	64	61	3	0.9531
TORTE	79	76	3	0.962
PALL	92	89	3	0.9674
FILL	111	108	3	0.973
SHAPE	65	62	3	0.9538
LOCATE	24	21	3	0.875
LASER	96	93	3	0.9688
CORSE	133	130	3	0.9774
DERATE	30	27	3	0.9
TALK	25	22	3	0.88
MORAL	50	47	3	0.94
SUN	162	159	3	0.9815
PAND	72	69	3	0.9583
GATH	38	35	3	0.9211
TACK	57	54	3	0.9474
RACH	115	112	3	0.9739
COSTA	77	74	3	0.961
PASS	79	76	3	0.962
BONE	248	245	3	0.9879
TUNER	25	22	3	0.88
LIB	36	33	3	0.9167
TIK	120	117	3	0.975
DOTER	83	80	3	0.9639
SIGN	61	58	3	0.9508
ALATE	44	41	3	0.9318
NOIL	63	60	3	0.9524
DOO	464	461	3	0.9935
BASIN	25	22	3	0.88
CRONE	31	28	3	0.9032
CASE	175	172	3	0.9829
STEEL	45	42	3	0.9333
SURE	204	201	3	0.9853
RETINE	85	82	3	0.9647
REALES	38	35	3	0.9211
REAME	92	89	3	0.9674
LANG	61	58	3	0.9508
TIMED	25	22	3	0.88
TAMER	73	70	3	0.9589
SADE	49	46	3	0.9388
ABLET	32	29	3	0.9062
DECK	21	18	3	0.8571
MONIE	40	38	2	0.95
SOUR	106	104	2	0.9811
BERE	83	81	2	0.9759
BEER	45	43	2	0.9556
SCATH	21	19	2	0.9048
CATTIE	27	25	2	0.9259
LOOSE	69	67	2	0.971
TOPES	20	18	2	0.9
MASS	91	89	2	0.978
SEED	56	54	2	0.9643
MOU	316	314	2	0.9937
MAC	417	415	2	0.9952
BLEAT	28	26	2	0.9286
HELE	33	31	2	0.9394
RUM	123	121	2	0.9837
SOM	210	208	2	0.9905
STOOP	37	35	2	0.9459
PEC	48	46	2	0.9583
POA	41	39	2	0.9512
TOOT	131	129	2	0.9847
CHAR	497	495	2	0.996
CHAS	207	205	2	0.9903
RUNT	71	69	2	0.9718
POINTE	21	19	2	0.9048
RAIDER	24	22	2	0.9167
MINTER	30	28	2	0.9333
POSER	32	30	2	0.9375
COTT	106	104	2	0.9811
ANIL	23	21	2	0.913
CLONE	37	35	2	0.9459
WAITE	77	75	2	0.974
CURE	172	170	2	0.9884
REAP	110	108	2	0.9818
RUSH	40	38	2	0.95
PINT	94	92	2	0.9787
RANTER	31	29	2	0.9355
TASSE	35	33	2	0.9429
RECIT	39	37	2	0.9487
KOR	31	29	2	0.9355
PULE	34	32	2	0.9412
BELT	45	43	2	0.9556
PELE	32	30	2	0.9375
DOWS	38	36	2	0.9474
ETHER	52	50	2	0.9615
HAVER	23	21	2	0.913
STAB	59	57	2	0.9661
TASS	166	164	2	0.988
SLANT	71	69	2	0.9718
DEF	60	58	2	0.9667
ROOM	100	98	2	0.98
TOON	105	103	2	0.981
GOLE	42	40	2	0.9524
GOD	42	40	2	0.9524
HINTER	33	31	2	0.9394
RAVIN	36	34	2	0.9444
PRONE	48	46	2	0.9583
LUTER	32	30	2	0.9375
COON	38	36	2	0.9474
WILL	37	35	2	0.9459
TEC	126	124	2	0.9841
STENT	43	41	2	0.9535
SOOP	23	21	2	0.913
RAGER	25	23	2	0.92
TAU	152	150	2	0.9868
LOTA	25	23	2	0.92
PLAST	34	32	2	0.9412
TACH	89	87	2	0.9775
WAIS	42	40	2	0.9524
DERN	73	71	2	0.9726
FRO	125	123	2	0.984
LONER	76	74	2	0.9737
NETE	33	31	2	0.9394
NETTER	35	33	2	0.9429
SMILE	58	56	2	0.9655
STILE	165	163	2	0.9879
SCATT	38	36	2	0.9474
PARR	58	56	2	0.9655
PRINT	36	34	2	0.9444
HANK	43	41	2	0.9535
NAPE	67	65	2	0.9701
SHOO	137	135	2	0.9854
YEA	132	130	2	0.9848
RETAIL	67	65	2	0.9701
FANE	52	50	2	0.9615
LOUR	100	98	2	0.98
CONTE	46	44	2	0.9565
LANNER	24	22	2	0.9167
GIP	23	21	2	0.913
POL	656	654	2	0.997
TREND	33	31	2	0.9394
LAVER	34	32	2	0.9412
FAIL	42	40	2	0.9524
SEIL	38	36	2	0.9474
CAP	493	491	2	0.9959
TAMP	54	52	2	0.963
EYE	66	64	2	0.9697
ALINER	55	53	2	0.9636
BITER	47	45	2	0.9574
ROWER	21	19	2	0.9048
TRIAL	48	46	2	0.9583
TRUE	51	49	2	0.9608
STINT	72	70	2	0.9722
LASHER	21	19	2	0.9048
SHEA	282	280	2	0.9929
COO	678	676	2	0.9971
TEAMS	34	32	2	0.9412
NAPPE	23	21	2	0.913
SOIL	106	104	2	0.9811
SLOP	64	62	2	0.9688
LOOTER	21	19	2	0.9048
RANCE	29	27	2	0.931
TOY	111	109	2	0.982
MOOL	46	44	2	0.9565
NOOK	24	22	2	0.9167
MUS	391	389	2	0.9949
SAE	27	25	2	0.9259
NODE	108	106	2	0.9815
HOB	20	18	2	0.9
COPER	22	20	2	0.9091
RESIN	132	130	2	0.9848
HINT	215	213	2	0.9907
TEARER	20	18	2	0.9
TONING	25	23	2	0.92
STONER	47	45	2	0.9574
BAD	144	142	2	0.9861
QUINT	24	22	2	0.9167
QUIN	60	58	2	0.9667
NATION	22	20	2	0.9091
STRIP	35	33	2	0.9429
HOOTER	22	20	2	0.9091
HETE	22	20	2	0.9091
RENO	90	88	2	0.9778
HEARE	136	134	2	0.9853
RUIN	32	30	2	0.9375
WART	128	126	2	0.9844
STAIR	98	96	2	0.9796
EWE	38	36	2	0.9474
TASH	110	108	2	0.9818
PIR	90	88	2	0.9778
PIET	104	102	2	0.9808
PURI	27	25	2	0.9259
SAV	233	231	2	0.9914
CIDER	37	35	2	0.9459
WIDE	134	132	2	0.9851
REAK	27	25	2	0.9259
STAKE	51	49	2	0.9608
WIND	70	68	2	0.9714
TOKER	23	21	2	0.913
LEV	115	113	2	0.9826
LUNE	52	50	2	0.9615
HOVE	55	53	2	0.9636
SHOT	166	164	2	0.988
COTE	181	179	2	0.989
COPE	148	146	2	0.9865
SWAT	74	72	2	0.973
COLON	23	21	2	0.913
MINGE	67	65	2	0.9701
TWA	62	60	2	0.9677
MEAL	178	176	2	0.9888
NEVE	20	18	2	0.9
CRAM	60	58	2	0.9667
SLIM	63	61	2	0.9683
SHOTT	36	34	2	0.9444
CUM	27	25	2	0.9259
VOTE	72	70	2	0.9722
PARK	20	18	2	0.9
ARISE	49	47	2	0.9592
TOSE	279	277	2	0.9928
WANG	28	26	2	0.9286
BODE	39	37	2	0.9487
DONER	81	79	2	0.9753
DELE	54	52	2	0.963
GORA	22	20	2	0.9091
TOME	98	96	2	0.9796
SANTO	27	25	2	0.9259
ALINES	43	41	2	0.9535
TUNE	261	259	2	0.9923
VAT	73	71	2	0.9726
TICK	59	57	2	0.9661
MEED	27	25	2	0.9259
NEW	69	67	2	0.971
SERRE	34	32	2	0.9412
MADE	21	19	2	0.9048
OPT	72	70	2	0.9722
VAN	127	125	2	0.9843
LOIN	47	45	2	0.9574
WORD	39	37	2	0.9487
RAKE	133	131	2	0.985
SUD	34	32	2	0.9412
PLIE	89	87	2	0.9775
HOAS	36	34	2	0.9444
SANDER	27	25	2	0.9259
LEAST	50	48	2	0.96
ZIN	59	57	2	0.9661
FERE	56	54	2	0.9643
DERO	32	30	2	0.9375
POTE	132	130	2	0.9848
SMIT	123	121	2	0.9837
SKIT	35	33	2	0.9429
CANTER	49	47	2	0.9592
CHIT	50	48	2	0.96
MAP	65	63	2	0.9692
MATES	24	22	2	0.9167
TORR	46	44	2	0.9565
BUTTE	32	30	2	0.9375
HEED	41	39	2	0.9512
NYE	20	18	2	0.9
SURES	31	29	2	0.9355
MOAT	77	75	2	0.974
PLAY	22	20	2	0.9091
FEAST	26	24	2	0.9231
SLAY	25	23	2	0.92
WAND	41	39	2	0.9512
EASEL	53	51	2	0.9623
LATEN	150	148	2	0.9867
ROMA	55	53	2	0.9636
PILL	75	73	2	0.9733
MERE	132	130	2	0.9848
ROTON	22	20	2	0.9091
SORA	58	56	2	0.9655
SONE	121	119	2	0.9835
STARER	28	26	2	0.9286
BEAN	61	59	2	0.9672
POUT	81	79	2	0.9753
DONA	25	23	2	0.92
LAGER	21	19	2	0.9048
PORIN	21	19	2	0.9048
DEG	21	19	2	0.9048
BUST	65	63	2	0.9692
GAINER	27	25	2	0.9259
SNIT	51	49	2	0.9608
MATTE	177	175	2	0.9887
RANDIE	33	31	2	0.9394
MOD	343	341	2	0.9942
LIVE	187	185	2	0.9893
ROPER	33	31	2	0.9394
LINTS	28	26	2	0.9286
REFI	63	61	2	0.9683
PURSE	30	28	2	0.9333
SHIRE	61	59	2	0.9672
PURS	70	68	2	0.9714
GLARE	20	18	2	0.9
SLANG	23	21	2	0.913
CETE	40	38	2	0.95
MISS	71	69	2	0.9718
GEAT	47	45	2	0.9574
RUDES	22	20	2	0.9091
STIPE	25	23	2	0.92
DANG	101	99	2	0.9802
RAWN	26	24	2	0.9231
MAIL	323	321	2	0.9938
REO	25	23	2	0.92
CARR	38	36	2	0.9474
TROD	127	125	2	0.9843
DEME	36	34	2	0.9444
BRAS	75	73	2	0.9733
SORN	69	67	2	0.971
MOOR	46	44	2	0.9565
BREE	77	75	2	0.974
GOER	35	33	2	0.9429
TRODE	46	44	2	0.9565
SCALE	60	58	2	0.9667
FITT	83	81	2	0.9759
TOSS	80	78	2	0.975
BARES	55	53	2	0.9636
LISTER	33	31	2	0.9394
DOC	86	84	2	0.9767
TOLL	167	165	2	0.988
TOC	91	89	2	0.978
RECANT	41	39	2	0.9512
DIP	54	52	2	0.963
LOAD	85	83	2	0.9765
BANT	120	118	2	0.9833
BITTE	46	44	2	0.9565
SINGER	20	18	2	0.9
HOUSE	67	65	2	0.9701
TETH	23	21	2	0.913
MINI	30	28	2	0.9333
TIGE	118	116	2	0.9831
RATA	97	95	2	0.9794
PALI	49	47	2	0.9592
MAIR	67	65	2	0.9701
FAST	179	177	2	0.9888
BASSE	37	35	2	0.9459
LOTTER	33	31	2	0.9394
LITTER	69	67	2	0.971
LODE	98	96	2	0.9796
PEERS	21	19	2	0.9048
HEP	30	28	2	0.9333
RANI	64	62	2	0.9688
TIMER	51	49	2	0.9608
MAG	189	187	2	0.9894
DENTIN	22	20	2	0.9091
DELATE	38	36	2	0.9474
SPET	22	20	2	0.9091
MOLL	64	62	2	0.9688
MARC	24	22	2	0.9167
ELATER	41	39	2	0.9512
SITHE	63	61	2	0.9683
WANE	86	84	2	0.9767
PANG	48	46	2	0.9583
LININ	24	22	2	0.9167
PULS	24	22	2	0.9167
BOUT	24	22	2	0.9167
GONER	32	30	2	0.9375
BOOS	68	66	2	0.9706
SICE	57	55	2	0.9649
DETAIN	50	48	2	0.96
POISE	49	47	2	0.9592
DATER	152	150	2	0.9868
GUS	61	59	2	0.9672
TERM	22	20	2	0.9091
MOSH	27	25	2	0.9259
STEAM	82	80	2	0.9756
TEIL	76	74	2	0.9737
HERN	28	26	2	0.9286
REDON	35	33	2	0.9429
PRE	360	358	2	0.9944
AIRING	37	35	2	0.9459
SANG	106	104	2	0.9811
GADE	29	27	2	0.931
STALE	368	366	2	0.9946
TESTER	40	38	2	0.95
SAB	358	356	2	0.9944
RONTE	56	54	2	0.9643
LOCK	37	35	2	0.9459
COOP	50	48	2	0.96
MAD	231	229	2	0.9913
MASH	72	70	2	0.9722
REMINT	23	21	2	0.913
PUT	123	121	2	0.9837
MAW	45	43	2	0.9556
PEEN	32	30	2	0.9375
CANNER	20	18	2	0.9
DOME	74	72	2	0.973
PROS	139	137	2	0.9856
FARE	191	189	2	0.9895
TONG	159	157	2	0.9874
GOR	545	543	2	0.9963
TAWER	21	19	2	0.9048
AGO	20	18	2	0.9
LAND	392	390	2	0.9949
CIRE	98	96	2	0.9796
GAM	370	368	2	0.9946
GAIN	175	173	2	0.9886
NAILER	30	28	2	0.9333
DUE	212	210	2	0.9906
PELT	72	70	2	0.9722
SOAR	377	375	2	0.9947
GANT	82	80	2	0.9756
FEAR	189	188	1	0.9947
SCAPE	23	22	1	0.9565
FETT	46	45	1	0.9783
BOUN	30	29	1	0.9667
BORN	39	38	1	0.9744
LADEN	28	27	1	0.9643
TAINT	39	38	1	0.9744
RATION	41	40	1	0.9756
MILL	188	187	1	0.9947
CUD	30	29	1	0.9667
GALL	52	51	1	0.9808
MEET	55	54	1	0.9818
EASTER	62	61	1	0.9839
CRATE	194	193	1	0.9948
MOM	52	51	1	0.9808
ROKE	52	51	1	0.9808
RESID	93	92	1	0.9892
FEAL	35	34	1	0.9714
DEV	52	51	1	0.9808
WEND	22	21	1	0.9545
SPEER	22	21	1	0.9545
STEIN	54	53	1	0.9815
THEE	36	35	1	0.9722
DOSER	47	46	1	0.9787
LIND	61	60	1	0.9836
DORR	24	23	1	0.9583
DIRE	57	56	1	0.9825
SPEAR	41	40	1	0.9756
TOWER	46	45	1	0.9783
STERE	59	58	1	0.9831
BREN	43	42	1	0.9767
BOLT	40	39	1	0.975
LEFT	49	48	1	0.9796
ROAR	83	82	1	0.988
EDGE	48	47	1	0.9792
POOLER	21	20	1	0.9524
FRAP	23	22	1	0.9565
ROUTER	20	19	1	0.95
WITH	97	96	1	0.9897
STABLE	21	20	1	0.9524
DOPER	21	20	1	0.9524
DRAT	28	27	1	0.9643
TONIES	60	59	1	0.9833
CASH	44	43	1	0.9773
RAZE	25	24	1	0.96
REDIA	46	45	1	0.9783
MOPER	20	19	1	0.95
DIEL	59	58	1	0.9831
SPIRE	76	75	1	0.9868
BOAR	71	70	1	0.9859
BORA	74	73	1	0.9865
HOKE	25	24	1	0.96
SHAW	24	23	1	0.9583
DORSA	25	24	1	0.96
STOUR	28	27	1	0.9643
TRAINED	20	19	1	0.95
STOP	137	136	1	0.9927
TELLIN	24	23	1	0.9583
WEAN	47	46	1	0.9787
BETE	28	27	1	0.9643
STEAD	28	27	1	0.9643
HORA	36	35	1	0.9722
COUP	38	37	1	0.9737
PETER	21	20	1	0.9524
STOA	75	74	1	0.9867
MACH	69	68	1	0.9855
DRAW	21	20	1	0.9524
CURR	25	24	1	0.96
HAKE	23	22	1	0.9565
SHITE	54	53	1	0.9815
TRITE	53	52	1	0.9811
CORD	55	54	1	0.9818
TOIT	31	30	1	0.9677
BOTTE	25	24	1	0.96
NOSER	38	37	1	0.9737
REEK	21	20	1	0.9524
LAMP	26	25	1	0.9615
HOMER	25	24	1	0.96
PILER	29	28	1	0.9655
HIC	25	24	1	0.96
RAFT	88	87	1	0.9886
COATER	20	19	1	0.95
DORM	26	25	1	0.9615
RYE	35	34	1	0.9714
LEG	44	43	1	0.9773
LEIR	23	22	1	0.9565
SNAIL	21	20	1	0.9524
CARNIE	26	25	1	0.9615
WITHE	50	49	1	0.98
LOUT	65	64	1	0.9846
PEW	21	20	1	0.9524
MULL	59	58	1	0.9831
DEARES	38	37	1	0.9737
TENNER	25	24	1	0.96
FON	296	295	1	0.9966
APP	24	23	1	0.9583
CHID	51	50	1	0.9804
BIST	29	28	1	0.9655
WINN	33	32	1	0.9697
SLIDE	74	73	1	0.9865
LICK	22	21	1	0.9545
BALER	22	21	1	0.9545
GASH	22	21	1	0.9545
BUTT	72	71	1	0.9861
SPATE	29	28	1	0.9655
VENT	36	35	1	0.9722
WENT	44	43	1	0.9773
MOILE	39	38	1	0.9744
PUD	28	27	1	0.9643
HUE	99	98	1	0.9899
RESALE	27	26	1	0.963
GRIP	28	27	1	0.9643
RAMI	100	99	1	0.99
SORD	40	39	1	0.975
HEAST	106	105	1	0.9906
RIFT	47	46	1	0.9787
HOST	138	137	1	0.9928
GEM	28	27	1	0.9643
FOSS	24	23	1	0.9583
MOTH	45	44	1	0.9778
LIVER	23	22	1	0.9565
ROLL	128	127	1	0.9922
ARETE	42	41	1	0.9762
CLAT	49	48	1	0.9796
RETINA	72	71	1	0.9861
RUSE	48	47	1	0.9792
DEARN	43	42	1	0.9767
FANG	33	32	1	0.9697
BINE	107	106	1	0.9907
STONES	21	20	1	0.9524
BONER	39	38	1	0.9744
SAVIN	22	21	1	0.9545
ROUP	22	21	1	0.9545
CLAD	23	22	1	0.9565
GAU	59	58	1	0.9831
PITTER	28	27	1	0.9643
GOOS	33	32	1	0.9697
MUTT	21	20	1	0.9524
DINGER	21	20	1	0.9524
FAG	23	22	1	0.9565
MORNE	45	44	1	0.9778
GIF	26	25	1	0.9615
FEND	59	58	1	0.9831
MIG	33	32	1	0.9697
FORE	170	169	1	0.9941
ZIT	22	21	1	0.9545
PENI	28	27	1	0.9643
COAL	68	67	1	0.9853
RAUN	23	22	1	0.9565
LEASER	21	20	1	0.9524
STRIDE	20	19	1	0.95
HASH	36	35	1	0.9722
TORO	36	35	1	0.9722
FART	106	105	1	0.9906
ROSET	39	38	1	0.9744
SIFT	49	48	1	0.9796
NONE	68	67	1	0.9853
MANO	61	60	1	0.9836
SAW	155	154	1	0.9935
HERD	41	40	1	0.9756
CLOSE	33	32	1	0.9697
BRINE	36	35	1	0.9722
COL	1054	1053	1	0.9991
GAPE	63	62	1	0.9841
LINGER	41	40	1	0.9756
SEEL	59	58	1	0.9831
BARD	86	85	1	0.9884
BIDE	114	113	1	0.9912
MASER	25	24	1	0.96
TARA	41	40	1	0.9756
FASTI	20	19	1	0.95
NICK	45	44	1	0.9778
SHAN	67	66	1	0.9851
MARRI	21	20	1	0.9524
CAIN	61	60	1	0.9836
CRINE	56	55	1	0.9821
SIGH	37	36	1	0.973
OUSTER	27	26	1	0.963
CHAT	72	71	1	0.9861
TULE	23	22	1	0.9565
MEARE	78	77	1	0.9872
DURE	95	94	1	0.9895
GRANT	24	23	1	0.9583
GINN	23	22	1	0.9565
TREEN	43	42	1	0.9767
WAR	1049	1048	1	0.999
BOTE	61	60	1	0.9836
SAUTE	29	28	1	0.9655
BUTE	23	22	1	0.9565
TINGLE	28	27	1	0.9643
SOUL	34	33	1	0.9706
LENDER	24	23	1	0.9583
