word	len	pts	n	kP	nO	kO	fieldRate	myRate	nCur	kCur	myRateCur	nStrong	strongRate	nTopQ	topQRate	dead	everAccepted	share_freeCur	share_dropTerminalCur	share_cellmateCur	share_noneCur	share_freeAll	share_dropTerminalAll	share_cellmateAll	share_noneAll	observedHost	hookStem	cellmateOf	qCur	gainPerGameCur	qAll	gainPerGameAll	reachClass	family
SENTI	5	800	733	94	733	43	0.0934516	0.12824	207	14	0.0676329	147	0.0612245	188	0.0744681	False	True	0.458937	0	0.275362	0.2657	0.48704	0	0.283765	0.229195	SENT		TINES	0.344946	16.029	0.365363	15.3917	free	SENT
EDITS	5	800	447	5	447	15	0.0223714	0.0111857	156	4	0.025641	72	0.0833333	127	0.0708661	False	True	0.525641	0	0.211538	0.262821	0.483221	0.00223714	0.266219	0.248322	DITS			0.393169	16.0096	0.363291	13.9376	free	DITS
ESTATE	6	1400	222	18	222	26	0.0990991	0.0810811	57	5	0.0877193	35	0.2	37	0.243243	False	True	0.894737	0	0	0.105263	0.914414	0	0	0.0855856	STATE	STATE		0.661678	15.9867	0.675906	20.464	free	STATE
AROSE	5	800	578	16	578	14	0.0259516	0.0276817	168	5	0.0297619	102	0.00980392	148	0.027027	False	True	0.494048	0	0.0357143	0.470238	0.448097	0	0.0432526	0.508651	ROSE			0.369742	15.9488	0.336419	15.8025	free	ROSE
LATINO	6	1400	150	0	150	4	0.0133333	0	49	0	0	25	0.04	41	0.097561	False	True	0.897959	0	0	0.102041	0.9	0	0	0.1	LAT	LAT		0.664008	15.8991	0.665483	15.4695	free	LAT
LOSEN	5	800	302	5	302	11	0.0264901	0.0165563	112	1	0.00892857	42	0.047619	84	0.0119048	False	True	0.696429	0	0.0267857	0.276786	0.764901	0	0.0165563	0.218543	LOSE	LOS		0.516576	15.8762	0.566234	14.7002	free	LOS
ARETT	5	800	465	9	465	39	0.0516129	0.0193548	113	9	0.079646	102	0.0882353	93	0.150538	False	True	0.787611	0	0.0353982	0.176991	0.748387	0	0.0516129	0.2	RET	RET	TATER	0.582767	15.8751	0.55435	22.0299	free	RET
SATIS	5	800	406	24	406	25	0.0603448	0.0591133	131	5	0.0381679	69	0.057971	109	0.0550459	False	True	0.633588	0	0	0.366412	0.738916	0	0	0.261084	SAT	SAT		0.470898	15.829	0.547331	17.5529	free	SAT
SETAL	5	800	777	6	777	22	0.018018	0.00772201	240	0	0	132	0.030303	195	0.0564103	False	True	0.308333	0	0.441667	0.25	0.319176	0	0.441441	0.239382	SET		TEALS,LEATS,TALES,STALE	0.236133	15.8246	0.244001	16.2576	cellmate	SET
TINEAL	6	1400	190	2	190	4	0.0157895	0.0105263	57	1	0.0175439	41	0.0243902	46	0.0217391	False	True	0.789474	0	0.0175439	0.192982	0.768421	0	0.00526316	0.226316	TINE	TINE		0.585507	15.8197	0.570324	16.4828	free	TINE
EOSIN	5	800	347	1	347	2	0.00432277	0.00288184	128	1	0.0078125	60	0	85	0	False	True	0.601562	0	0.015625	0.382812	0.613833	0	0.0230548	0.363112	SIN	SIN		0.447704	15.7225	0.456629	13.9429	free	SIN
IRADES	6	1400	177	0	177	8	0.0225989	0	60	0	0	28	0.0714286	38	0.0789474	False	True	0.716667	0	0.05	0.233333	0.60452	0	0.0847458	0.310734	RADE			0.532757	15.6201	0.451554	12.386	free	RADE
DREEST	6	1400	157	0	157	0	0	0	59	0	0	32	0	39	0	False	False	0.728814	0	0.0338983	0.237288	0.681529	0	0.0127389	0.305732	REE	REE		0.541592	15.6145	0.507469	12.3469	free	REE
RATIO	5	800	420	38	420	44	0.097619	0.0904762	140	19	0.135714	58	0.189655	109	0.165138	False	True	0.721429	0	0	0.278571	0.721429	0.00238095	0	0.27619	RAT	RAT		0.534641	15.595	0.535437	16.5493	free	RAT
EDITOR	6	1400	121	0	121	4	0.0165289	0	55	0	0	15	0.0666667	38	0.0789474	False	True	0.781818	0	0	0.218182	0.735537	0	0	0.264463	DIT	TOR		0.580028	15.5889	0.546563	10.2488	free	TOR
TARSEL	6	1400	239	0	239	4	0.0083682	0	54	0	0	49	0.0204082	53	0.0377358	False	True	0.796296	0	0.0925926	0.111111	0.757322	0	0.100418	0.142259	TARS	TAR	LASTER,SALTER	0.590199	15.5738	0.561992	20.815	free	TAR
STENO	5	800	647	63	647	30	0.0718702	0.0973725	207	20	0.0966184	124	0.0322581	159	0.0691824	False	True	0.487923	0	0.202899	0.309179	0.500773	0.0015456	0.191654	0.306028	STEN		TONES,STONE	0.365774	15.5575	0.375583	15.94	free	STEN
ENATES	6	1400	323	24	323	22	0.0712074	0.0743034	88	15	0.170455	59	0.0508475	63	0.126984	False	True	0.715909	0	0.0568182	0.227273	0.678019	0.00619195	0.0619195	0.25387	NAT			0.532187	15.5551	0.505963	21.6069	free	NAT
DITONE	6	1400	103	1	103	5	0.0291262	0.00970874	47	0	0	17	0	31	0.0322581	False	True	0.914894	0	0	0.0851064	0.902913	0	0	0.0970874	TONE	TONE		0.676253	15.5314	0.667589	10.501	free	TONE
SEITAN	6	1400	342	0	342	0	0	0	94	0	0	69	0	86	0	False	False	0.446809	0	0	0.553191	0.55848	0	0	0.44152	TAN	TAN		0.337787	15.5158	0.418535	22.1822	free	TAN
RETEAR	6	1400	198	18	198	14	0.0808081	0.0909091	51	3	0.0588235	44	0.0681818	44	0.113636	False	True	0.921569	0	0	0.0784314	0.929293	0	0	0.0707071	RETE	TEAR		0.681079	15.5075	0.686665	18.2802	free	TEAR
LAREES	6	1400	153	1	153	17	0.0588235	0.00653595	43	0	0	31	0.258065	24	0.208333	False	True	1	0	0	0	0.908497	0	0.0392157	0.0522876	LARE	LARE	LEASER,LEARES	0.737792	15.5026	0.671501	15.7666	free	LARE
IRONES	6	1400	228	3	228	29	0.0701754	0.0131579	78	2	0.025641	45	0.177778	67	0.223881	False	True	0.576923	0	0.0128205	0.410256	0.557018	0	0.00877193	0.434211	RONES			0.43183	15.482	0.417449	14.2849	free	RONES
SANTIR	6	1400	180	3	180	7	0.0277778	0.0166667	51	1	0.0196078	32	0	38	0.131579	False	True	0.862745	0	0	0.137255	0.738889	0	0.0277778	0.233333	SANT	SAN		0.638545	15.4248	0.548897	14.8464	free	SAN
DRENT	5	800	359	2	359	7	0.0125348	0.00557103	113	2	0.0176991	67	0	100	0.02	False	True	0.681416	0	0	0.318584	0.651811	0	0	0.348189	RENT	REN		0.505605	15.395	0.484122	15.2136	free	REN
EARNT	5	800	427	0	427	15	0.0175644	0	117	0	0	98	0.0408163	100	0.05	False	True	0.632479	0	0.0598291	0.307692	0.5363	0.00234192	0.058548	0.40281	EARN			0.470264	15.3636	0.401251	15.1724	free	EARN
RESES	5	800	377	16	377	24	0.0530504	0.0424403	105	5	0.047619	86	0.0581395	89	0.0898876	False	True	0.771429	0	0.0666667	0.161905	0.724138	0	0.0477454	0.228117	RES	RES		0.571113	15.3485	0.536743	16.5023	free	RES
TRANSE	6	1400	279	11	279	19	0.0537634	0.0394265	70	8	0.114286	56	0.0892857	75	0.08	False	True	0.757143	0	0.0142857	0.228571	0.724014	0	0.0286738	0.247312	RAN	RAN		0.562139	15.3193	0.538138	21.5626	free	RAN
REATAS	6	1400	201	1	201	3	0.00995025	0.00497512	57	0	0	39	0.025641	48	0.0208333	False	True	0.736842	0	0	0.263158	0.781095	0	0	0.218905	EAT	EAT		0.547506	15.2499	0.579504	17.896	free	EAT
TESTON	6	1400	172	0	172	6	0.0174419	0	53	0	0	25	0	44	0.0454545	False	True	0.792453	0	0	0.207547	0.813953	0	0	0.186047	TON	TON		0.587717	15.2212	0.603264	16.0799	free	TON
IDEATE	6	1400	148	0	148	2	0.00675676	0	52	0	0	17	0	44	0.0227273	False	True	0.807692	0	0	0.192308	0.736486	0	0	0.263514	EAT	EAT		0.598737	15.214	0.547249	12.5515	free	EAT
RESIST	6	1400	176	7	176	8	0.0426136	0.0397727	51	0	0	36	0.0833333	46	0.130435	False	True	0.823529	0	0.0196078	0.156863	0.761364	0	0.0397727	0.198864	RES	RES		0.610126	15.2052	0.56511	14.3284	free	RES
ROSEAL	6	1400	147	0	147	1	0.00340136	0	48	0	0	27	0	44	0	False	True	0.875	0	0	0.125	0.823129	0	0	0.176871	ROSE	SEA		0.647406	15.1852	0.609899	13.8939	free	SEA
OLEATE	6	1400	122	0	122	0	0	0	47	0	0	16	0	26	0	False	False	0.893617	0	0	0.106383	0.877049	0	0	0.122951	LEAT	LEA		0.660868	15.178	0.648888	12.2681	free	LEA
TENIAS	6	1400	286	1	286	3	0.00699301	0.0034965	91	0	0	45	0	61	0.0491803	False	True	0.450549	0	0	0.549451	0.367133	0	0	0.632867	TEN			0.340492	15.1409	0.280175	12.2628	free	TEN
RESHOT	6	1400	116	1	116	1	0.00862069	0.00862069	50	1	0.02	19	0.0526316	30	0	False	True	0.86	0	0	0.14	0.853448	0	0.00862069	0.137931	RES	RES		0.63656	15.0643	0.631795	11.2025	free	RES
RASTA	5	800	416	15	416	5	0.0240385	0.0360577	129	5	0.0387597	73	0	104	0.00961538	False	True	0.612403	0	0.0155039	0.372093	0.632212	0	0.0240385	0.34375	RAST	RAST		0.45557	15.0139	0.469968	15.9847	free	RAST
TESTA	5	800	631	14	631	32	0.0364501	0.022187	167	2	0.011976	94	0.0638298	137	0.0729927	False	True	0.443114	0	0.257485	0.299401	0.454834	0	0.22187	0.323296	TEST		TATES,STATE	0.333413	14.9892	0.341816	17.8602	free	TEST
ARSINE	6	1400	262	9	262	7	0.0305344	0.0343511	73	8	0.109589	46	0.0434783	74	0.0405405	False	True	0.712329	0	0.0410959	0.246575	0.717557	0	0.0458015	0.236641	SINE	SINE	RAINES	0.529649	14.9843	0.533414	20.2631	free	SINE
ETENS	5	800	383	0	383	1	0.00130548	0	120	0	0	78	0	92	0	False	True	0.6	0	0.0833333	0.316667	0.535248	0	0.114883	0.349869	TENS			0.446763	14.9701	0.399865	13.5619	free	TENS
MATIER	6	1400	149	16	149	4	0.0671141	0.107383	51	2	0.0392157	22	0.0454545	36	0.0555556	False	True	0.862745	0	0	0.137255	0.899329	0	0	0.100671	MAT	MAT		0.638545	14.9362	0.664998	12.8756	free	MAT
HOSEN	5	800	254	5	254	3	0.015748	0.019685	97	0	0	43	0.0232558	69	0	False	True	0.742268	0	0.0206186	0.237113	0.748031	0.00787402	0.0433071	0.200787	HOSE		HONES	0.549822	14.8922	0.556702	12.079	free	HOSE
TEAED	5	800	291	3	291	6	0.0154639	0.0103093	94	0	0	38	0.0263158	60	0.0333333	False	True	0.765957	0	0	0.234043	0.831615	0	0	0.168385	TEA	TEA		0.566953	14.8813	0.614598	15.5721	free	TEA
SOREE	5	800	294	4	294	11	0.0255102	0.0136054	101	3	0.029703	48	0.0416667	63	0.031746	False	True	0.752475	0	0	0.247525	0.717687	0	0	0.282313	SORE	REE		0.55717	14.8759	0.531926	13.4945	free	REE
SIREE	5	800	321	4	321	31	0.0545171	0.0124611	102	1	0.00980392	55	0.145455	80	0.175	False	True	0.715686	0	0	0.284314	0.722741	0	0	0.277259	SIRE	REE		0.530474	14.8295	0.535593	14.8705	free	REE
ERASER	6	1400	240	1	240	37	0.0791667	0.00416667	57	1	0.0175439	55	0.218182	55	0.309091	False	True	0.736842	0	0.0350877	0.22807	0.745833	0	0.0166667	0.2375	RASER	RAS		0.547393	14.7581	0.553954	20.4481	free	RAS
HOTEN	5	800	237	3	237	1	0.00843882	0.0126582	96	2	0.0208333	36	0	69	0	False	True	0.770833	0	0	0.229167	0.780591	0	0	0.219409	HOTE	HOT		0.570492	14.7343	0.577572	11.8561	free	HOT
SATEM	5	800	327	1	327	2	0.00458716	0.0030581	105	0	0	47	0	66	0.0151515	False	True	0.67619	0	0.133333	0.190476	0.623853	0	0.214067	0.16208	SATE	SAT	MATES,TAMES	0.502193	14.724	0.464444	13.3605	free	SAT
STELAR	6	1400	320	26	320	14	0.0625	0.08125	83	8	0.0963855	61	0.0983607	69	0.0724638	False	True	0.614458	0	0.204819	0.180723	0.625	0	0.16875	0.20625	LAR	LAR	LASTER,SALTER	0.458354	14.6809	0.466093	19.0845	free	LAR
AREDES	6	1400	180	6	180	6	0.0333333	0.0333333	64	5	0.078125	34	0.117647	46	0.0869565	False	True	0.734375	0	0.046875	0.21875	0.644444	0	0.0555556	0.3	ARE			0.545572	14.6189	0.480516	12.474	free	ARE
STRENE	6	1400	202	0	202	1	0.00247525	0	61	0	0	32	0	45	0	False	True	0.655738	0	0.131148	0.213115	0.693069	0	0.0990099	0.207921	REN	REN		0.488439	14.5594	0.515537	16.1383	free	REN
CRESTA	6	1400	202	0	202	3	0.00742574	0	60	0	0	36	0	46	0.0217391	False	True	0.666667	0	0.116667	0.216667	0.594059	0	0.158416	0.247525	REST	RES	CATERS,CASTER,CARTES	0.496389	14.5538	0.443753	13.8912	free	RES
RESAID	6	1400	185	14	185	6	0.0540541	0.0756757	54	5	0.0925926	29	0.103448	48	0.0416667	False	True	0.87037	0	0.0185185	0.111111	0.87027	0	0.0216216	0.108108	RES	RES		0.643999	14.5502	0.643917	16.2912	free	RES
SETONS	6	1400	166	0	166	5	0.0150602	0	54	0	0	33	0.030303	48	0.0625	False	True	0.740741	0	0	0.259259	0.771084	0	0.0120482	0.216867	TONS	TON		0.550325	14.5217	0.572228	14.7206	free	TON
MISATE	6	1400	144	3	144	1	0.0138889	0.0208333	49	0	0	21	0.047619	37	0	False	True	0.816327	0	0	0.183673	0.854167	0	0	0.145833	SATE	SAT		0.60498	14.4857	0.632342	13.6462	free	SAT
PAREN	5	800	265	22	265	24	0.0867925	0.0830189	93	8	0.0860215	47	0.148936	62	0.0967742	False	True	0.870968	0	0	0.129032	0.920755	0	0	0.0792453	PARE	PARE		0.643155	14.468	0.679283	13.9925	free	PARE
ARTIER	6	1400	211	17	211	11	0.0663507	0.0805687	65	10	0.153846	44	0.0909091	49	0.0612245	False	True	0.815385	0.0153846	0	0.169231	0.649289	0.014218	0	0.336493	TIER	TIE		0.607256	14.4015	0.48693	13.2875	free	TIE
TANTI	5	800	294	9	294	9	0.0306122	0.0306122	93	1	0.0107527	44	0.0681818	69	0.0434783	False	True	0.763441	0	0.0215054	0.215054	0.806122	0	0.0170068	0.176871	TAN	TAN		0.565188	14.3979	0.596148	14.7237	free	TAN
ALIST	5	800	436	14	436	10	0.0275229	0.0321101	146	5	0.0342466	70	0.0285714	129	0.0387597	False	True	0.506849	0.0205479	0.0547945	0.417808	0.580275	0.00917431	0.0550459	0.355505	LIST	LIST	TAILS	0.385958	14.3385	0.435437	15.5723	free	LIST
INSET	5	800	775	16	775	23	0.0251613	0.0206452	239	11	0.0460251	141	0.035461	185	0.0540541	False	True	0.343096	0	0.271967	0.384937	0.350968	0	0.292903	0.356129	SET		TINES	0.260876	14.3384	0.266648	16.8831	free	SET
RANID	5	800	302	5	302	7	0.0198675	0.0165563	97	2	0.0206186	55	0.0181818	83	0	False	True	0.742268	0	0.0206186	0.237113	0.745033	0	0.013245	0.241722	RAN	RAN		0.549822	14.3337	0.551807	14.3144	free	RAN
ELAIN	5	800	377	2	377	7	0.0119363	0.00530504	133	1	0.0075188	56	0.0178571	103	0.00970874	False	True	0.526316	0	0.075188	0.398496	0.564987	0.00265252	0.066313	0.366048	LAIN			0.39327	14.326	0.422194	13.9178	free	LAIN
STERANE	7	1800	172	2	172	2	0.0116279	0.0116279	51	0	0	36	0.0555556	36	0.0277778	False	True	0.627451	0	0.0980392	0.27451	0.651163	0	0.0581395	0.290698	RAN	RAN		0.446193	14.2969	0.463103	15.4723	free	RAN
IRADE	5	800	366	2	366	10	0.0163934	0.00546448	119	1	0.00840336	60	0.0333333	91	0.0549451	False	True	0.579832	0.0168067	0.0756303	0.327731	0.508197	0.00819672	0.128415	0.355191	RADE			0.437726	14.2658	0.383015	12.2367	free	RADE
OSTEAL	6	1400	175	0	175	2	0.00571429	0	53	0	0	26	0	45	0.0222222	False	True	0.735849	0	0	0.264151	0.748571	0	0.00571429	0.245714	STEAL	TEA		0.546788	14.1611	0.555969	15.0778	free	TEA
ANEAR	5	800	343	0	343	5	0.00728863	0	106	0	0	55	0.0363636	82	0.0243902	False	True	0.641509	0	0	0.358491	0.603499	0	0	0.396501	NEAR			0.476647	14.1081	0.449064	13.6399	free	NEAR
PEARST	6	1400	133	0	133	6	0.0225564	0	46	0	0	26	0.0769231	33	0.121212	False	True	0.847826	0	0.0434783	0.108696	0.879699	0	0.037594	0.0827068	PEARS	PEARS	PATERS,TAPERS,PASTER	0.627617	14.1077	0.650683	13.4113	free	PEARS
SITARS	6	1400	197	13	197	7	0.0507614	0.0659898	50	3	0.06	47	0.0851064	59	0.0677966	False	True	0.86	0	0	0.14	0.827411	0	0	0.172589	TARS	SIT		0.63656	14.087	0.612995	16.6996	free	SIT
NEATH	5	800	311	3	311	27	0.0482315	0.0096463	113	1	0.00884956	51	0.0784314	79	0.0886076	False	True	0.610619	0	0.0176991	0.371681	0.614148	0	0.0096463	0.376206	NEAT	EAT		0.454282	14.0548	0.456819	12.3153	free	EAT
TORANS	6	1400	174	12	174	9	0.0603448	0.0689655	52	6	0.115385	34	0.0882353	43	0.0465116	False	True	0.903846	0	0	0.0961538	0.885057	0	0	0.114943	TOR	TOR		0.668264	14.0487	0.654679	15.7936	free	TOR
ARSON	5	800	325	3	325	6	0.0138462	0.00923077	107	1	0.00934579	62	0.016129	86	0.0348837	False	True	0.64486	0	0.00934579	0.345794	0.587692	0	0.0123077	0.4	SON	SON		0.479105	14.0354	0.437629	12.3294	free	SON
RESOD	5	800	383	27	383	8	0.0456919	0.0704961	127	5	0.0393701	68	0.0147059	102	0	False	True	0.582677	0	0.307087	0.110236	0.62141	0	0.255875	0.122715	RES	RES	DORES	0.434829	14.024	0.46279	13.3052	free	RES
ARETTS	6	1400	260	4	260	21	0.0480769	0.0153846	59	4	0.0677966	57	0.122807	43	0.139535	False	True	0.745763	0	0.0847458	0.169492	0.788462	0	0.0846154	0.126923	RET	RET	TATERS,STATER	0.553684	14.0085	0.58456	22.9333	free	RET
SANIES	6	1400	204	18	204	4	0.0539216	0.0882353	62	5	0.0806452	39	0.0512821	54	0.037037	False	True	0.725806	0	0	0.274194	0.715686	0	0	0.284314	SAN	SAN		0.539526	13.9026	0.532209	14.0357	free	SAN
TORSEL	6	1400	149	7	149	9	0.0536913	0.0469799	54	2	0.037037	38	0.131579	46	0.173913	False	True	0.759259	0	0	0.240741	0.751678	0	0	0.248322	TORSE	TORSE		0.563716	13.8977	0.558234	11.8051	free	TORSE
NORITE	6	1400	179	3	179	0	0.00837989	0.0167598	53	2	0.0377358	34	0	55	0	False	True	0.773585	0	0	0.226415	0.759777	0	0	0.240223	RITE	RIT		0.574074	13.8905	0.56409	15.1827	free	RIT
